family	feature	value
otc-tc-tch	suf2_do	0.003460208
otc-tc-tch	suf2_dy	0.21799308
otc-tc-tch	suf2_hd	0.017301038
otc-tc-tch	suf2_hl	0.003460208
otc-tc-tch	suf2_hm	0.003460208
otc-tc-tch	suf2_ho	0.051903114
otc-tc-tch	suf2_hr	0.003460208
otc-tc-tch	suf2_hs	0.01384083
otc-tc-tch	suf2_hy	0.339100346
otc-tc-tch	suf2_in	0.031141869
otc-tc-tch	suf2_ld	0.003460208
otc-tc-tch	suf2_lm	0.003460208
otc-tc-tch	suf2_od	0.017301038
otc-tc-tch	suf2_ol	0.107266436
otc-tc-tch	suf2_or	0.069204152
otc-tc-tch	suf2_os	0.01384083
otc-tc-tch	suf2_ot	0.003460208
otc-tc-tch	suf2_oy	0.003460208
otc-tc-tch	suf2_sy	0.003460208
otc-tc-tch	suf2_ty	0.003460208
otc-tc-tch-yk-ykc	n_obs	1
otc-tc-tch-yk-ykc	len_9	1
otc-tc-tch-yk-ykc	suf1_y	1
otc-tc-tch-yk-ykc	suf2_hy	1
otc-tc-tch-yt	n_obs	1
otc-tc-tch-yt	len_9	1
otc-tc-tch-yt	suf1_r	1
otc-tc-tch-yt	suf2_or	1
pc	n_obs	146
pc	len_10	0.01369863
pc	len_4	0.020547945
pc	len_5	0.301369863
pc	len_6	0.260273973
pc	len_7	0.164383562
pc	len_8	0.164383562
pc	len_9	0.075342466
pc	suf1_d	0.034246575
pc	suf1_f	0.006849315
pc	suf1_h	0.006849315
pc	suf1_l	0.136986301
pc	suf1_m	0.020547945
pc	suf1_n	0.123287671
pc	suf1_o	0.006849315
pc	suf1_r	0.267123288
pc	suf1_s	0.020547945
pc	suf1_y	0.376712329
pc	suf2_al	0.047945205
pc	suf2_am	0.020547945
pc	suf2_an	0.006849315
pc	suf2_ar	0.102739726
pc	suf2_ch	0.006849315
pc	suf2_dy	0.198630137
pc	suf2_ed	0.006849315
pc	suf2_fy	0.006849315
pc	suf2_hd	0.020547945
pc	suf2_ho	0.006849315
pc	suf2_hs	0.006849315
pc	suf2_hy	0.143835616
pc	suf2_in	0.116438356
pc	suf2_ir	0.047945205
pc	suf2_is	0.006849315
pc	suf2_ky	0.01369863
pc	suf2_ly	0.006849315
pc	suf2_od	0.006849315
pc	suf2_of	0.006849315
pc	suf2_ol	0.089041096
pc	suf2_or	0.116438356
pc	suf2_os	0.006849315
pc	suf2_sy	0.006849315
pc-tc-tch	n_obs	1
pc-tc-tch	len_8	1
pc-tc-tch	suf1_y	1
pc-tc-tch	suf2_dy	1
pc-yc-ych	n_obs	1
pc-yc-ych	len_9	1
pc-yc-ych	suf1_y	1
pc-yc-ych	suf2_hy	1
pc-yk	n_obs	1
pc-yk	len_7	1
pc-yk	suf1_r	1
pc-yk	suf2_ar	1
tc	n_obs	1
tc	len_5	1
tc	suf1_y	1
tc	suf2_hy	1
tc-tch	n_obs	114
tc-tch	len_10	0.01754386
tc-tch	len_11	0.00877193
tc-tch	len_3	0.00877193
tc-tch	len_4	0.175438596
tc-tch	len_5	0.447368421
tc-tch	len_6	0.175438596
tc-tch	len_7	0.096491228
tc-tch	len_8	0.052631579
tc-tch	len_9	0.01754386
tc-tch	suf1_d	0.026315789
tc-tch	suf1_f	0.00877193
tc-tch	suf1_h	0.00877193
tc-tch	suf1_l	0.140350877
tc-tch	suf1_n	0.070175439
tc-tch	suf1_o	0.026315789
tc-tch	suf1_r	0.254385965
tc-tch	suf1_s	0.052631579
tc-tch	suf1_y	0.412280702
tc-tch	suf2_al	0.026315789
tc-tch	suf2_an	0.00877193
tc-tch	suf2_ar	0.061403509
tc-tch	suf2_ch	0.00877193
tc-tch	suf2_dy	0.210526316
tc-tch	suf2_hd	0.00877193
tc-tch	suf2_ho	0.026315789
tc-tch	suf2_hs	0.00877193
tc-tch	suf2_hy	0.184210526
tc-tch	suf2_in	0.061403509
tc-tch	suf2_ly	0.00877193
tc-tch	suf2_od	0.01754386
tc-tch	suf2_ol	0.114035088
tc-tch	suf2_or	0.192982456
tc-tch	suf2_os	0.035087719
tc-tch	suf2_ry	0.00877193
tc-tch	suf2_yf	0.00877193
tc-tch	suf2_ys	0.00877193
tc-tch-yk-ykc	n_obs	1
tc-tch-yk-ykc	len_8	1
tc-tch-yk-ykc	suf1_y	1
tc-tch-yk-ykc	suf2_hy	1
tc-tch-yt-ytc	n_obs	58
tc-tch-yt-ytc	len_10	0.017241379
tc-tch-yt-ytc	len_4	0.017241379
tc-tch-yt-ytc	len_5	0.310344828
tc-tch-yt-ytc	len_6	0.448275862
tc-tch-yt-ytc	len_7	0.155172414
tc-tch-yt-ytc	len_8	0.051724138
tc-tch-yt-ytc	suf1_h	0.017241379
tc-tch-yt-ytc	suf1_l	0.103448276
tc-tch-yt-ytc	suf1_m	0.017241379
tc-tch-yt-ytc	suf1_n	0.034482759
tc-tch-yt-ytc	suf1_o	0.034482759
tc-tch-yt-ytc	suf1_r	0.224137931
tc-tch-yt-ytc	suf1_s	0.034482759
tc-tch-yt-ytc	suf1_y	0.534482759
tc-tch-yt-ytc	suf2_am	0.017241379
tc-tch-yt-ytc	suf2_ar	0.017241379
tc-tch-yt-ytc	suf2_ch	0.017241379
tc-tch-yt-ytc	suf2_dy	0.137931034
tc-tch-yt-ytc	suf2_ho	0.034482759
tc-tch-yt-ytc	suf2_hy	0.344827586
tc-tch-yt-ytc	suf2_in	0.034482759
tc-tch-yt-ytc	suf2_ly	0.017241379
tc-tch-yt-ytc	suf2_ol	0.103448276
tc-tch-yt-ytc	suf2_or	0.206896552
tc-tch-yt-ytc	suf2_os	0.034482759
tc-tch-yt-ytc	suf2_oy	0.017241379
tc-tch-yt-ytc	suf2_yy	0.017241379
yc	n_obs	4
yc	len_5	0.25
yc	len_6	0.5
yc	len_7	0.25
yc	suf1_l	0.5
yc	suf1_o	0.25
yc	suf1_y	0.25
yc	suf2_hy	0.25
yc	suf2_ko	0.25
yc	suf2_ol	0.25
yc	suf2_yl	0.25
yc-ych	n_obs	47
yc-ych	len_4	0.127659574
yc-ych	len_5	0.510638298
yc-ych	len_6	0.085106383
yc-ych	len_7	0.170212766
yc-ych	len_8	0.042553191
yc-ych	len_9	0.063829787
yc-ych	suf1_l	0.191489362
yc-ych	suf1_n	0.106382979
yc-ych	suf1_o	0.063829787
yc-ych	suf1_r	0.319148936
yc-ych	suf1_s	0.063829787
yc-ych	suf1_y	0.255319149
yc-ych	suf2_al	0.021276596
yc-ych	suf2_ar	0.085106383
yc-ych	suf2_dy	0.042553191
yc-ych	suf2_ey	0.021276596
yc-ych	suf2_ho	0.063829787
yc-ych	suf2_hs	0.021276596
yc-ych	suf2_hy	0.085106383
yc-ych	suf2_in	0.106382979
yc-ych	suf2_ir	0.021276596
yc-ych	suf2_ky	0.021276596
yc-ych	suf2_ol	0.170212766
yc-ych	suf2_or	0.212765957
yc-ych	suf2_os	0.042553191
yc-ych	suf2_oy	0.021276596
yc-ych	suf2_ry	0.021276596
yc-ych	suf2_sy	0.021276596
yc-ych	suf2_ty	0.021276596
yc-ych-yk	n_obs	1
yc-ych-yk	len_6	1
yc-ych-yk	suf1_y	1
yc-ych-yk	suf2_hy	1
yc-ych-yt	n_obs	1
yc-ych-yt	len_6	1
yc-ych-yt	suf1_y	1
yc-ych-yt	suf2_hy	1
yk	n_obs	205
yk	len_2	0.014634146
yk	len_3	0.073170732
yk	len_4	0.375609756
yk	len_5	0.151219512
yk	len_6	0.27804878
yk	len_7	0.063414634
yk	len_8	0.029268293
yk	len_9	0.014634146
yk	suf1_d	0.014634146
yk	suf1_h	0.004878049
yk	suf1_k	0.019512195
yk	suf1_l	0.146341463
yk	suf1_m	0.029268293
yk	suf1_n	0.27804878
yk	suf1_o	0.014634146
yk	suf1_r	0.253658537
yk	suf1_s	0.014634146
yk	suf1_y	0.224390244
yk	suf2_al	0.073170732
yk	suf2_am	0.029268293
yk	suf2_ar	0.16097561
yk	suf2_as	0.014634146
yk	suf2_dy	0.009756098
yk	suf2_ey	0.004878049
yk	suf2_hy	0.034146341
yk	suf2_il	0.009756098
yk	suf2_in	0.27804878
yk	suf2_ir	0.03902439
yk	suf2_ky	0.126829268
yk	suf2_ld	0.009756098
yk	suf2_lo	0.004878049
yk	suf2_ly	0.029268293
yk	suf2_ol	0.063414634
yk	suf2_oo	0.004878049
yk	suf2_or	0.053658537
yk	suf2_py	0.009756098
yk	suf2_ro	0.004878049
yk	suf2_ry	0.009756098
yk	suf2_sh	0.004878049
yk	suf2_yd	0.004878049
yk	suf2_yk	0.019512195
yk-ykc	n_obs	64
yk-ykc	len_4	0.015625
yk-ykc	len_5	0.421875
yk-ykc	len_6	0.359375
yk-ykc	len_7	0.15625
yk-ykc	len_9	0.046875
yk-ykc	suf1_d	0.015625
yk-ykc	suf1_g	0.015625
yk-ykc	suf1_h	0.015625
yk-ykc	suf1_l	0.09375
yk-ykc	suf1_m	0.015625
yk-ykc	suf1_n	0.015625
yk-ykc	suf1_o	0.078125
yk-ykc	suf1_r	0.125
yk-ykc	suf1_s	0.078125
yk-ykc	suf1_y	0.546875
yk-ykc	suf2_al	0.03125
yk-ykc	suf2_ar	0.015625
yk-ykc	suf2_ch	0.015625
yk-ykc	suf2_dg	0.015625
yk-ykc	suf2_dy	0.1875
yk-ykc	suf2_ho	0.078125
yk-ykc	suf2_hr	0.015625
yk-ykc	suf2_hs	0.046875
yk-ykc	suf2_hy	0.34375
yk-ykc	suf2_ly	0.015625
yk-ykc	suf2_od	0.015625
yk-ykc	suf2_ol	0.0625
yk-ykc	suf2_om	0.015625
yk-ykc	suf2_on	0.015625
yk-ykc	suf2_or	0.078125
yk-ykc	suf2_os	0.015625
yk-ykc	suf2_yr	0.015625
yk-ykc	suf2_ys	0.015625
yk-yt	n_obs	1
yk-yt	len_8	1
yk-yt	suf1_r	1
yk-yt	suf2_or	1
yt	n_obs	278
yt	len_10	0.007194245
yt	len_11	0.003597122
yt	len_3	0.082733813
yt	len_4	0.309352518
yt	len_5	0.251798561
yt	len_6	0.273381295
yt	len_7	0.035971223
yt	len_8	0.025179856
yt	len_9	0.010791367
yt	suf1_a	0.010791367
yt	suf1_d	0.021582734
yt	suf1_g	0.007194245
yt	suf1_l	0.129496403
yt	suf1_m	0.068345324
yt	suf1_n	0.190647482
yt	suf1_o	0.017985612
yt	suf1_r	0.176258993
yt	suf1_s	0.014388489
yt	suf1_y	0.363309353
yt	suf2_al	0.071942446
yt	suf2_am	0.053956835
yt	suf2_ar	0.104316547
yt	suf2_as	0.003597122
yt	suf2_da	0.007194245
yt	suf2_dg	0.003597122
yt	suf2_dy	0.169064748
yt	suf2_eg	0.003597122
yt	suf2_em	0.003597122
yt	suf2_eo	0.003597122
yt	suf2_ey	0.032374101
yt	suf2_hy	0.025179856
yt	suf2_im	0.007194245
yt	suf2_in	0.190647482
yt	suf2_ir	0.017985612
yt	suf2_ld	0.003597122
yt	suf2_ly	0.017985612
yt	suf2_od	0.010791367
yt	suf2_ol	0.053956835
yt	suf2_om	0.003597122
yt	suf2_or	0.050359712
yt	suf2_os	0.010791367
yt	suf2_oy	0.007194245
yt	suf2_py	0.003597122
yt	suf2_ry	0.014388489
yt	suf2_sr	0.003597122
yt	suf2_ta	0.003597122
yt	suf2_to	0.014388489
yt	suf2_ty	0.09352518
yt	suf2_yd	0.007194245
yt	suf2_yl	0.003597122
