token	folio	line	pos	section	left_score	right_score	pred_side	VPCA2
okaiin	f58r	38	8	Herbal	0.75	77.0	right	P
ytolkal	f58r	38	9	Herbal	0.0	4.0	right	P
dtshol	f58r	39	1	Herbal	2.0	30.0	right	P
dytal	f58r	39	2	Herbal	2.0	32.0	right	P
okar	f58r	39	3	Herbal	0.75	77.0	right	P
olol	f58r	39	4	Herbal	0.0	5.0	right	P
sheol	f58r	39	5	Herbal	6.0	0.0	left	V
qockhy	f58r	39	6	Herbal	0.0	0.0	unknown	P
qokaly	f58r	39	7	Herbal	39.75	0.0	left	V
salol	f58r	39	8	Herbal	0.0	0.0	unknown	P
dalam	f58r	39	9	Herbal	2.0	30.0	right	P
yroleeey	f58r	40	1	Herbal	3.0	0.0	left	V
arairaly	f58r	40	2	Herbal	0.0	0.0	unknown	P
pchody	f58r	40	3	Herbal	0.0	2.0	right	P
tshaly	f58r	40	4	Herbal	0.0	0.0	unknown	P
alols	f58r	40	5	Herbal	2.0	0.0	left	V
ykaly	f58r	40	6	Herbal	43.2	3.6	left	V
kar	f58r	40	7	Herbal	2.0	24.0	right	P
aram	f58r	40	8	Herbal	0.0	0.0	unknown	P
dchol	f58r	41	1	Herbal	32.0	36.0	right	P
chokal	f58r	41	2	Herbal	51.75	0.0	left	V
saiin	f58r	41	3	Herbal	0.0	0.0	unknown	P
dal	f58r	41	4	Herbal	2.0	30.0	right	P
okalsalchey	f58r	41	5	Herbal				P
tol	f58v	1	1	Herbal	0.0	0.0	unknown	P
shokchy	f58v	1	2	Herbal	0.75	0.0	left	V
opaiin	f58v	1	3	Herbal	0.0	8.0	right	P
opaiin	f58v	1	4	Herbal	0.0	8.0	right	P
chofaly	f58v	1	5	Herbal	51.0	0.0	left	V
ypar	f58v	1	6	Herbal	0.0	0.0	unknown	P
ypal	f58v	1	7	Herbal	0.0	0.0	unknown	P
opal	f58v	1	8	Herbal	0.0	8.0	right	P
opaldaiin	f58v	1	9	Herbal	0.0	8.0	right	P
dair	f58v	2	1	Herbal	2.0	30.0	right	P
or	f58v	2	2	Herbal	0.0	5.0	right	P
sheaiin	f58v	2	3	Herbal	6.0	0.0	left	V
tair	f58v	2	4	Herbal	0.0	0.0	unknown	P
y	f58v	2	5	Herbal	0.0	0.0	unknown	P
qotalody	f58v	2	6	Herbal	0.0	0.0	unknown	P
saiin	f58v	2	7	Herbal	0.0	0.0	unknown	P
okeody	f58v	2	8	Herbal	6.75	77.0	right	P
qotair	f58v	2	9	Herbal	0.0	0.0	unknown	P
ar	f58v	2	10	Herbal	0.0	0.0	unknown	P
alor	f58v	2	11	Herbal	0.0	0.0	unknown	P
orky	f58v	2	12	Herbal	0.0	5.0	right	P
todal	f58v	3	1	Herbal	0.0	0.0	unknown	P
qotain	f58v	3	2	Herbal	0.0	0.0	unknown	C
sho	f58v	3	3	Herbal	0.0	0.0	unknown	P
ckheey	f58v	3	4	Herbal	86.0	0.0	left	V
qokeol	f58v	3	5	Herbal	45.75	0.0	left	V
okey	f58v	3	6	Herbal	6.75	77.0	right	P
qokalchal	f58v	3	7	Herbal	39.75	2.0	left	V
daly	f58v	3	8	Herbal	2.0	30.0	right	P
ar	f58v	3	9	Herbal	0.0	0.0	unknown	P
aim	f58v	3	10	Herbal	0.0	0.0	unknown	P
or	f58v	4	1	Herbal	0.0	5.0	right	P
aiin	f58v	4	2	Herbal	0.0	0.0	unknown	P
okair	f58v	4	3	Herbal	0.75	77.0	right	P
y	f58v	4	4	Herbal	0.0	0.0	unknown	P
dairal	f58v	4	5	Herbal	2.0	30.0	right	P
qokal	f58v	4	6	Herbal	39.75	0.0	left	V
qokaiin	f58v	4	7	Herbal	39.75	0.0	left	V
qokaly	f58v	4	8	Herbal	39.75	0.0	left	V
okar	f58v	4	9	Herbal	0.75	77.0	right	P
olkaly	f58v	4	10	Herbal	0.0	5.0	right	P
okal	f58v	4	11	Herbal	0.75	77.0	right	P
faiir	f58v	5	1	Herbal	0.0	0.0	unknown	P
ofaror	f58v	5	2	Herbal	0.0	5.0	right	P
qotaiin	f58v	5	3	Herbal	0.0	0.0	unknown	P
sholy	f58v	5	4	Herbal	0.0	0.0	unknown	P
qotaiin	f58v	5	5	Herbal	0.0	0.0	unknown	P
yqokaly	f58v	5	6	Herbal	3.75	0.0	left	V
okal	f58v	5	7	Herbal	0.75	77.0	right	P
qokaly	f58v	5	8	Herbal	39.75	0.0	left	V
okaly	f58v	5	9	Herbal	0.75	77.0	right	P
qokair	f58v	6	1	Herbal	39.75	0.0	left	V
or	f58v	6	2	Herbal	0.0	5.0	right	P
aly	f58v	6	3	Herbal	0.0	0.0	unknown	P
shor	f58v	6	4	Herbal	0.0	0.0	unknown	P
daiin	f58v	6	5	Herbal	2.0	30.0	right	P
choly	f58v	6	6	Herbal	51.0	0.0	left	V
dal	f58v	6	7	Herbal	2.0	30.0	right	P
ykaiin	f58v	6	8	Herbal	43.2	3.6	left	V
org	f58v	6	9	Herbal	0.0	5.0	right	P
fchey	f58v	6	10	Herbal	9.4	0.0	left	V
okaly	f58v	6	11	Herbal	0.75	77.0	right	P
oky	f58v	6	12	Herbal	0.75	77.0	right	P
y	f58v	7	1	Herbal	0.0	0.0	unknown	P
daiin	f58v	7	2	Herbal	2.0	30.0	right	P
qokeey	f58v	7	3	Herbal	48.75	0.0	left	V
qokar	f58v	7	4	Herbal	39.75	0.0	left	V
lchedy	f58v	7	5	Herbal	9.4	2.0	left	V
qokalor	f58v	7	6	Herbal	39.75	0.0	left	V
sheols	f58v	7	7	Herbal	8.0	0.0	left	V
oteor	f58v	7	8	Herbal	0.0	5.0	right	P
aiin	f58v	7	9	Herbal	0.0	0.0	unknown	P
cheky	f58v	7	10	Herbal	60.4	0.0	left	V
taiin	f58v	8	1	Herbal	0.0	0.0	unknown	P
ckhey	f58v	8	2	Herbal	83.0	0.0	left	V
daldy	f58v	8	3	Herbal	2.0	30.0	right	P
qokair	f58v	8	4	Herbal	39.75	0.0	left	V
alar	f58v	8	5	Herbal	0.0	0.0	unknown	P
ytal	f58v	8	6	Herbal	0.0	4.0	right	P
aiin	f58v	8	7	Herbal	0.0	0.0	unknown	P
otaiin	f58v	8	8	Herbal	0.0	5.0	right	P
ykaiin	f58v	8	9	Herbal	43.2	3.6	left	V
ykaly	f58v	8	10	Herbal	43.2	3.6	left	V
dam	f58v	8	11	Herbal	2.0	30.0	right	P
salal	f58v	9	1	Herbal	0.0	0.0	unknown	P
qolaiin	f58v	9	2	Herbal	0.0	0.0	unknown	P
chockhey	f58v	9	3	Herbal	57.0	0.0	left	V
tcholy	f58v	9	4	Herbal	0.0	7.0	right	P
qokaiin	f58v	9	5	Herbal	39.75	0.0	left	V
qokaiinos	f58v	9	6	Herbal	39.75	0.0	left	V
orcheey	f58v	9	7	Herbal	12.4	5.0	left	V
olaly	f58v	9	8	Herbal	0.0	5.0	right	P
ykair	f58v	10	1	Herbal	43.2	3.6	left	V
shey	f58v	10	2	Herbal	6.0	0.0	left	V
key	f58v	10	3	Herbal	5.0	24.0	right	P
ctholy	f58v	10	4	Herbal	51.0	3.0	left	V
qotalom	f58v	10	5	Herbal	0.0	0.0	unknown	P
qokal	f58v	10	6	Herbal	39.75	0.0	left	V
qokaiin	f58v	10	7	Herbal	39.75	0.0	left	V
okal	f58v	10	8	Herbal	0.75	77.0	right	P
okaldy	f58v	10	9	Herbal	0.75	77.0	right	P
ory	f58v	10	10	Herbal	0.0	5.0	right	P
tcholshol	f58v	11	1	Herbal	4.0	7.0	right	P
tor	f58v	11	2	Herbal	0.0	0.0	unknown	P
qokairor	f58v	11	3	Herbal	39.75	0.0	left	V
y	f58v	11	4	Herbal	0.0	0.0	unknown	P
ykaiin	f58v	11	5	Herbal	43.2	3.6	left	V
dory	f58v	11	6	Herbal	2.0	30.0	right	P
okaiir	f58v	11	7	Herbal	0.75	77.0	right	P
chodaiin	f58v	11	8	Herbal	51.0	0.0	left	V
otals	f58v	11	9	Herbal	2.0	5.0	right	P
oreeey	f58v	12	1	Herbal	3.0	5.0	right	P
cheekey	f58v	12	2	Herbal	66.4	0.0	left	V
cheal	f58v	12	3	Herbal	60.4	0.0	left	V
qokey	f58v	12	4	Herbal	45.75	0.0	left	V
chedal	f58v	12	5	Herbal	60.4	0.0	left	V
dy	f58v	12	6	Herbal	2.0	30.0	right	P
tolair	f58v	12	7	Herbal	0.0	0.0	unknown	P
opchey	f58v	12	8	Herbal	9.4	13.0	right	P
poaly	f58v	12	9	Herbal	0.0	0.0	unknown	P
cfhy	f58v	12	10	Herbal	51.0	0.0	left	V
qoeear	f58v	13	1	Herbal	31.0	0.0	left	V
alkeain	f58v	13	2	Herbal	3.0	0.0	left	V
ytal	f58v	13	3	Herbal	0.0	4.0	right	P
chor	f58v	13	4	Herbal	51.0	0.0	left	V
alor	f58v	13	5	Herbal	0.0	0.0	unknown	P
okal	f58v	13	6	Herbal	0.75	77.0	right	P
chcthy	f58v	13	7	Herbal	51.0	31.0	left	V
tal	f58v	13	8	Herbal	0.0	0.0	unknown	P
ckshy	f58v	13	9	Herbal	53.0	0.0	left	V
kar	f58v	13	10	Herbal	2.0	24.0	right	P
shar	f58v	14	1	Herbal	0.0	0.0	unknown	P
air	f58v	14	2	Herbal	0.0	0.0	unknown	P
alos	f58v	14	3	Herbal	0.0	0.0	unknown	P
chol	f58v	14	4	Herbal	51.0	0.0	left	V
oeear	f58v	14	5	Herbal	5.0	5.0	tie	P
sho	f58v	14	6	Herbal	0.0	0.0	unknown	P
qotal	f58v	14	7	Herbal	0.0	0.0	unknown	P
chol	f58v	14	8	Herbal	51.0	0.0	left	V
talar	f58v	14	9	Herbal	0.0	0.0	unknown	P
tar	f58v	14	10	Herbal	0.0	0.0	unknown	P
ar	f58v	14	11	Herbal	0.0	0.0	unknown	P
opam	f58v	14	12	Herbal	0.0	8.0	right	P
qotoiin	f58v	15	1	Herbal	0.0	0.0	unknown	P
otal	f58v	15	2	Herbal	0.0	5.0	right	P
aral	f58v	15	3	Herbal	0.0	0.0	unknown	P
s	f58v	15	4	Herbal	0.0	0.0	unknown	P
air	f58v	15	5	Herbal	0.0	0.0	unknown	P
qoal	f58v	15	6	Herbal	0.0	0.0	unknown	P
talchos	f58v	15	7	Herbal	0.0	2.0	right	P
okal	f58v	15	8	Herbal	0.75	77.0	right	P
cho	f58v	15	9	Herbal	51.0	0.0	left	V
ytam	f58v	15	10	Herbal	0.0	4.0	right	P
dam	f58v	15	11	Herbal	2.0	30.0	right	P
ykaiin	f58v	16	1	Herbal	43.2	3.6	left	V
qokair	f58v	16	2	Herbal	39.75	0.0	left	V
okaly	f58v	16	3	Herbal	0.75	77.0	right	P
qokal	f58v	16	4	Herbal	39.75	0.0	left	V
chaly	f58v	16	5	Herbal	51.0	0.0	left	V
cheockhey	f58v	16	6	Herbal	60.4	0.0	left	V
olaly	f58v	16	7	Herbal	0.0	5.0	right	P
taldar	f58v	16	8	Herbal	0.0	0.0	unknown	P
al	f58v	16	9	Herbal	0.0	0.0	unknown	P
daiin	f58v	17	1	Herbal	2.0	30.0	right	P
alal	f58v	17	2	Herbal	0.0	0.0	unknown	P
dal	f58v	17	3	Herbal	2.0	30.0	right	P
qokiir	f58v	17	4	Herbal	39.75	0.0	left	V
otal	f58v	17	5	Herbal	0.0	5.0	right	P
chodol	f58v	17	6	Herbal	51.0	0.0	left	V
qokeal	f58v	17	7	Herbal	45.75	0.0	left	V
cheol	f58v	17	8	Herbal	60.4	0.0	left	V
chos	f58v	17	9	Herbal	51.0	0.0	left	V
okeeam	f58v	17	10	Herbal	9.75	77.0	right	P
taiin	f58v	18	1	Herbal	0.0	0.0	unknown	P
chal	f58v	18	2	Herbal	51.0	0.0	left	V
sheal	f58v	18	3	Herbal	6.0	0.0	left	V
qockhy	f58v	18	4	Herbal	0.0	0.0	unknown	P
dar	f58v	18	5	Herbal	2.0	30.0	right	P
aiin	f58v	18	6	Herbal	0.0	0.0	unknown	P
ockhey	f58v	18	7	Herbal	6.0	5.0	left	V
qokeey	f58v	18	8	Herbal	48.75	0.0	left	V
qoaiin	f58v	18	9	Herbal	0.0	0.0	unknown	P
aral	f58v	18	10	Herbal	0.0	0.0	unknown	P
okair	f58v	19	1	Herbal	0.75	77.0	right	P
chokal	f58v	19	2	Herbal	51.75	0.0	left	V
cheoldy	f58v	19	3	Herbal	60.4	0.0	left	V
qokor	f58v	19	4	Herbal	39.75	0.0	left	V
olkam	f58v	19	5	Herbal	0.0	5.0	right	P
cheol	f58v	19	6	Herbal	60.4	0.0	left	V
dar	f58v	19	7	Herbal	2.0	30.0	right	P
chokeey	f58v	19	8	Herbal	60.75	0.0	left	V
okalchy	f58v	19	9	Herbal	0.75	79.0	right	P
tolain	f58v	20	1	Herbal	0.0	0.0	unknown	P
ar	f58v	20	2	Herbal	0.0	0.0	unknown	P
ykeain	f58v	20	3	Herbal	46.2	3.6	left	V
qokeey	f58v	20	4	Herbal	48.75	0.0	left	V
otal	f58v	20	5	Herbal	0.0	5.0	right	P
chol	f58v	20	6	Herbal	51.0	0.0	left	V
okal	f58v	20	7	Herbal	0.75	77.0	right	P
ar	f58v	20	8	Herbal	0.0	0.0	unknown	P
chety	f58v	20	9	Herbal	60.4	0.0	left	V
chkalar	f58v	20	10	Herbal	51.0	0.0	left	V
ol	f58v	20	11	Herbal	0.0	5.0	right	P
olain	f58v	21	1	Herbal	0.0	5.0	right	P
olalor	f58v	21	2	Herbal	0.0	5.0	right	P
odaiin	f58v	21	3	Herbal	0.0	5.0	right	P
qotais	f58v	21	4	Herbal				P
otal	f58v	21	5	Herbal	0.0	5.0	right	P
qokal	f58v	21	6	Herbal	39.75	0.0	left	V
dair	f58v	21	7	Herbal	2.0	30.0	right	P
oishy	f58v	21	8	Herbal				P
otam	f58v	21	9	Herbal	0.0	5.0	right	P
okar	f58v	22	1	Herbal	0.75	77.0	right	P
sheey	f58v	22	2	Herbal	9.0	0.0	left	V
shekealy	f58v	22	3	Herbal				P
pchshy	f58v	23	1	Herbal	0.0	2.0	right	P
sheoltey	f58v	23	2	Herbal	6.0	0.0	left	V
shopolchedy	f58v	23	3	Herbal	9.4	7.0	left	V
sheolkeal	f58v	23	4	Herbal	9.0	0.0	left	V
qokar	f58v	23	5	Herbal	39.75	0.0	left	V
aldaiin	f58v	23	6	Herbal	0.0	0.0	unknown	P
qokalar	f58v	23	7	Herbal	39.75	0.0	left	V
dal	f58v	23	8	Herbal	2.0	30.0	right	P
qokal	f58v	24	1	Herbal	39.75	0.0	left	V
daiin	f58v	24	2	Herbal	2.0	30.0	right	P
qokal	f58v	24	3	Herbal	39.75	0.0	left	V
cham	f58v	24	4	Herbal	51.0	0.0	left	V
qokalcheol	f58v	24	5	Herbal	49.15	2.0	left	V
okorair	f58v	24	6	Herbal	0.75	77.0	right	P
ainarals	f58v	24	7	Herbal	2.0	0.0	left	V
okom	f58v	24	8	Herbal	0.75	77.0	right	P
daly	f58v	24	9	Herbal	2.0	30.0	right	P
qotain	f58v	25	1	Herbal	0.0	0.0	unknown	C
okeor	f58v	25	2	Herbal	6.75	77.0	right	P
sheey	f58v	25	3	Herbal	9.0	0.0	left	V
qokeol	f58v	25	4	Herbal	45.75	0.0	left	V
okeoly	f58v	25	5	Herbal	6.75	77.0	right	P
qokaly	f58v	25	6	Herbal	39.75	0.0	left	V
qokairor	f58v	25	7	Herbal	39.75	0.0	left	V
tas	f58v	25	8	Herbal	0.0	0.0	unknown	P
ykal	f58v	25	9	Herbal	43.2	3.6	left	V
ykaly	f58v	26	1	Herbal	43.2	3.6	left	V
qokal	f58v	26	2	Herbal	39.75	0.0	left	V
ol	f58v	26	3	Herbal	0.0	5.0	right	P
ar	f58v	26	4	Herbal	0.0	0.0	unknown	P
qokeos	f58v	26	5	Herbal	45.75	0.0	left	V
okalar	f58v	26	6	Herbal	0.75	77.0	right	P
okos	f58v	26	7	Herbal	0.75	77.0	right	P
al	f58v	26	8	Herbal	0.0	0.0	unknown	P
shekar	f58v	26	9	Herbal	6.0	0.0	left	V
qokair	f58v	26	10	Herbal	39.75	0.0	left	V
alam	f58v	26	11	Herbal	0.0	0.0	unknown	P
qokar	f58v	27	1	Herbal	39.75	0.0	left	V
s	f58v	27	2	Herbal	0.0	0.0	unknown	P
aiin	f58v	27	3	Herbal	0.0	0.0	unknown	P
al	f58v	27	4	Herbal	0.0	0.0	unknown	P
y	f58v	27	5	Herbal	0.0	0.0	unknown	P
qokchedy	f58v	27	6	Herbal	49.15	0.0	left	V
qoekaly	f58v	27	7	Herbal	28.0	0.0	left	V
odaiin	f58v	27	8	Herbal	0.0	5.0	right	P
qokar	f58v	27	9	Herbal	39.75	0.0	left	V
chos	f58v	27	10	Herbal	51.0	0.0	left	V
alaiin	f58v	27	11	Herbal	0.0	0.0	unknown	P
om	f58v	27	12	Herbal	0.0	5.0	right	P
ycheo	f58v	28	1	Herbal	39.4	0.0	left	V
ckhy	f58v	28	2	Herbal	77.0	0.0	left	V
okey	f58v	28	3	Herbal	6.75	77.0	right	P
okal	f58v	28	4	Herbal	0.75	77.0	right	P
otaly	f58v	28	5	Herbal	0.0	5.0	right	P
okaldy	f58v	28	6	Herbal	0.75	77.0	right	P
okeor	f58v	28	7	Herbal	6.75	77.0	right	P
sheey	f58v	28	8	Herbal	9.0	0.0	left	V
polal	f58v	29	1	Herbal	0.0	0.0	unknown	P
keeo	f58v	29	2	Herbal	8.0	24.0	right	P
oleeckhey	f58v	29	3	Herbal				P
dalar	f58v	29	4	Herbal	2.0	30.0	right	P
ykeeody	f58v	29	5	Herbal	49.2	3.6	left	V
choar	f58v	29	6	Herbal	51.0	0.0	left	V
ckhar	f58v	29	7	Herbal	77.0	0.0	left	V
yfair	f58v	29	8	Herbal				P
ylam	f58v	29	9	Herbal				P
daiin	f58v	30	1	Herbal	2.0	30.0	right	P
sheoikhy	f58v	30	2	Herbal	6.0	0.0	left	V
ykey	f58v	30	3	Herbal	46.20000000000001	3.6	left	V
sheky	f58v	30	4	Herbal	6.0	0.0	left	V
qokal	f58v	30	5	Herbal	39.75	0.0	left	V
qokeey	f58v	30	6	Herbal	48.75	0.0	left	V
okain	f58v	30	7	Herbal	0.75	77.0	right	P
okar	f58v	30	8	Herbal	0.75	77.0	right	P
ol	f58v	30	9	Herbal	0.0	5.0	right	P
dam	f58v	30	10	Herbal	2.0	30.0	right	P
tcheor	f58v	31	1	Herbal	9.4	7.0	left	V
chor	f58v	31	2	Herbal	51.0	0.0	left	V
kar	f58v	31	3	Herbal	2.0	24.0	right	P
okal	f58v	31	4	Herbal	0.75	77.0	right	P
qokeey	f58v	31	5	Herbal	48.75	0.0	left	V
qotal	f58v	31	6	Herbal	0.0	0.0	unknown	P
shol	f58v	31	7	Herbal	0.0	0.0	unknown	P
qokain	f58v	31	8	Herbal	39.75	0.0	left	V
ar	f58v	31	9	Herbal	0.0	0.0	unknown	P
oetalchg	f58v	31	10	Herbal	2.0	7.0	right	P
psheey	f58v	32	1	Herbal	9.0	0.0	left	V
qoty	f58v	32	2	Herbal	0.0	0.0	unknown	C
qokar	f58v	32	3	Herbal	39.75	0.0	left	V
qokey	f58v	32	4	Herbal	45.75	0.0	left	V
ky	f58v	32	5	Herbal	2.0	24.0	right	P
ykar	f58v	32	6	Herbal	43.2	3.6	left	V
cheal	f58v	32	7	Herbal	60.4	0.0	left	V
otal	f58v	32	8	Herbal	0.0	5.0	right	P
kol	f58v	32	9	Herbal	2.0	24.0	right	P
olchedy	f58v	32	10	Herbal	9.4	45.0	right	P
qoais	f58v	33	1	Herbal				P
chol	f58v	33	2	Herbal	51.0	0.0	left	V
ar	f58v	33	3	Herbal	0.0	0.0	unknown	P
chey	f58v	33	4	Herbal	60.4	0.0	left	V
tolsheo	f58v	34	1	Herbal	10.0	0.0	left	V
keoar	f58v	34	2	Herbal	5.0	24.0	right	P
qofcheol	f58v	34	3	Herbal	9.4	0.0	left	V
dar	f58v	34	4	Herbal	2.0	30.0	right	P
aiphey	f58v	34	5	Herbal	6.0	0.0	left	V
opchal	f58v	34	6	Herbal	0.0	13.0	right	P
shockhy	f58v	34	7	Herbal	0.0	0.0	unknown	P
okaly	f58v	34	8	Herbal	0.75	77.0	right	P
daiin	f58v	35	1	Herbal	2.0	30.0	right	P
otain	f58v	35	2	Herbal	0.0	5.0	right	C
okain	f58v	35	3	Herbal	0.75	77.0	right	P
chhy	f58v	35	4	Herbal	51.0	0.0	left	V
okeey	f58v	35	5	Herbal	9.75	77.0	right	P
qokeeos	f58v	35	6	Herbal	48.75	0.0	left	V
olar	f58v	35	7	Herbal	0.0	5.0	right	P
sheo	f58v	35	8	Herbal	6.0	0.0	left	V
daly	f58v	35	9	Herbal	2.0	30.0	right	P
dalychs	f58v	35	10	Herbal	6.0	30.0	right	P
tcheody	f58v	36	1	Herbal	9.4	7.0	left	V
okeor	f58v	36	2	Herbal	6.75	77.0	right	P
ockhy	f58v	36	3	Herbal	0.0	5.0	right	P
qokal	f58v	36	4	Herbal	39.75	0.0	left	V
okal	f58v	36	5	Herbal	0.75	77.0	right	P
shokey	f58v	36	6	Herbal	6.75	0.0	left	V
qokeey	f58v	36	7	Herbal	48.75	0.0	left	V
dalas	f58v	36	8	Herbal	2.0	30.0	right	P
olkeey	f58v	37	1	Herbal	6.0	5.0	left	V
okar	f58v	37	2	Herbal	0.75	77.0	right	P
ar	f58v	37	3	Herbal	0.0	0.0	unknown	P
choky	f58v	37	4	Herbal	51.75	0.0	left	V
otair	f58v	37	5	Herbal	0.0	5.0	right	P
otol	f58v	37	6	Herbal	0.0	5.0	right	C
chokey	f58v	37	7	Herbal	57.75	0.0	left	V
cheeky	f58v	37	8	Herbal	63.4	0.0	left	V
dalar	f58v	37	9	Herbal	2.0	30.0	right	P
ykeeody	f58v	38	1	Herbal	49.2	3.6	left	V
qokar	f58v	38	2	Herbal	39.75	0.0	left	V
qoky	f58v	38	3	Herbal	39.75	0.0	left	V
keey	f58v	38	4	Herbal	8.0	24.0	right	P
qokol	f58v	38	5	Herbal	39.75	0.0	left	V
okol	f58v	38	6	Herbal	0.75	77.0	right	P
okor	f58v	38	7	Herbal	0.75	77.0	right	P
cheky	f58v	38	8	Herbal	60.4	0.0	left	V
sydy	f58v	38	9	Herbal	0.0	0.0	unknown	P
oshor	f58v	39	1	Herbal	0.0	5.0	right	P
qokain	f58v	39	2	Herbal	39.75	0.0	left	V
okam	f58v	39	3	Herbal	0.75	77.0	right	P
shear	f58v	39	4	Herbal	6.0	0.0	left	V
sher	f58v	39	5	Herbal	6.0	0.0	left	V
sarols	f58v	39	6	Herbal				P
otaim	f65r	1	1	Herbal	0.0	5.0	right	P
dam	f65r	1	2	Herbal	2.0	30.0	right	P
alam	f65r	1	3	Herbal	0.0	0.0	unknown	P
cphy	f65v	1	1	Herbal	51.0	0.0	left	V
fchecfhy	f65v	1	2	Herbal				P
dy	f65v	1	3	Herbal	2.0	30.0	right	P
dchepain	f65v	1	4	Herbal	41.4	36.0	left	V
shety	f65v	1	5	Herbal	6.0	0.0	left	V
qopy	f65v	1	6	Herbal	0.0	29.0	right	P
fol	f65v	1	7	Herbal	0.0	0.0	unknown	P
chpdy	f65v	1	8	Herbal	51.0	0.0	left	V
daiin	f65v	2	1	Herbal	2.0	30.0	right	P
sheek	f65v	2	2	Herbal	37.8	0.0	left	V
l	f65v	2	3	Herbal	0.0	0.0	unknown	P
ody	f65v	2	4	Herbal	0.0	5.0	right	P
yteo	f65v	2	5	Herbal	0.0	4.0	right	P
qop	f65v	2	6	Herbal	0.0	29.0	right	P
air	f65v	2	7	Herbal	0.0	0.0	unknown	P
cheoteey	f65v	2	8	Herbal	63.4	0.0	left	V
dalam	f65v	2	9	Herbal	2.0	30.0	right	P
ytal	f65v	3	1	Herbal	0.0	4.0	right	P
cheot	f65v	3	2	Herbal				C
shky	f65v	3	3	Herbal	0.0	0.0	unknown	P
y	f65v	3	4	Herbal	0.0	0.0	unknown	P
eas	f65v	3	5	Herbal				P
cheody	f65v	3	6	Herbal	60.4	0.0	left	V
toeedy	f65v	4	1	Herbal				P
otor	f65v	4	2	Herbal	0.0	5.0	right	C
shedy	f65v	4	3	Herbal	6.0	0.0	left	V
yteey	f65v	4	4	Herbal	3.0	4.0	right	P
sheody	f65v	4	5	Herbal	6.0	0.0	left	V
qokesd	f65v	4	6	Herbal	45.75	0.0	left	V
yfchey	f65v	4	7	Herbal	9.4	0.0	left	V
dshedy	f65v	5	1	Herbal	8.0	30.0	right	P
okeody	f65v	5	2	Herbal	6.75	77.0	right	P
qokd	f65v	5	3	Herbal				P
shckhy	f65v	5	4	Herbal	0.0	24.0	right	P
choky	f65v	5	5	Herbal	51.75	0.0	left	V
chokeody	f65v	5	6	Herbal	57.75	0.0	left	V
okey	f65v	5	7	Herbal	6.75	77.0	right	P
dy	f65v	5	8	Herbal	2.0	30.0	right	P
qo	f65v	6	1	Herbal	0.0	0.0	unknown	P
ytchey	f65v	6	2	Herbal	9.4	49.0	right	P
shckhh	f65v	6	3	Herbal				P
cphy	f65v	6	4	Herbal	51.0	0.0	left	V
ykchhdy	f65v	6	5	Herbal				P
chedy	f65v	6	6	Herbal	60.4	0.0	left	V
shckhdy	f65v	6	7	Herbal				P
rary	f66r	1	1	Herbal	0.0	0.0	unknown	P
rals	f66r	2	1	Herbal	2.0	0.0	left	V
qor	f66r	3	1	Herbal	0.0	0.0	unknown	P
dara	f66r	4	1	Herbal	2.0	30.0	right	P
ykcol	f66r	5	1	Herbal	43.2	27.2	left	V
syly	f66r	6	1	Herbal	0.0	0.0	unknown	P
salf	f66r	7	1	Herbal	0.0	0.0	unknown	P
fary	f66r	8	1	Herbal	0.0	0.0	unknown	P
qotesy	f66r	9	1	Herbal	0.0	0.0	unknown	P
ykaly	f66r	10	1	Herbal	43.2	3.6	left	V
daoly	f66r	11	1	Herbal	2.0	30.0	right	P
raiin	f66r	12	1	Herbal	0.0	0.0	unknown	P
qokal	f66r	13	1	Herbal	39.75	0.0	left	V
qolsa	f66r	14	1	Herbal	2.0	0.0	left	V
raral	f66r	15	1	Herbal	0.0	0.0	unknown	P
y	f66r	16	1	Herbal	0.0	0.0	unknown	P
o	f66r	17	1	Herbal	0.0	5.0	right	P
s	f66r	18	1	Herbal	0.0	0.0	unknown	P
sh	f66r	19	1	Herbal	0.0	17.0	right	P
y	f66r	20	1	Herbal	0.0	0.0	unknown	P
d	f66r	21	1	Herbal	2.0	30.0	right	P
o	f66r	22	1	Herbal	0.0	5.0	right	P
f	f66r	23	1	Herbal	0.0	0.0	unknown	P
x	f66r	25	1	Herbal	0.0	0.0	unknown	P
air	f66r	26	1	Herbal	0.0	0.0	unknown	P
d	f66r	27	1	Herbal	2.0	30.0	right	P
sh	f66r	28	1	Herbal	0.0	17.0	right	P
y	f66r	29	1	Herbal	0.0	0.0	unknown	P
f	f66r	30	1	Herbal	0.0	0.0	unknown	P
f	f66r	31	1	Herbal	0.0	0.0	unknown	P
y	f66r	32	1	Herbal	0.0	0.0	unknown	P
o	f66r	33	1	Herbal	0.0	5.0	right	P
d	f66r	34	1	Herbal	2.0	30.0	right	P
r	f66r	35	1	Herbal	0.0	0.0	unknown	P
f	f66r	36	1	Herbal	0.0	0.0	unknown	P
c	f66r	37	1	Herbal	51.0	48.0	left	V
r	f66r	38	1	Herbal	0.0	0.0	unknown	P
x	f66r	39	1	Herbal	0.0	0.0	unknown	P
t	f66r	40	1	Herbal	0.0	2.0	right	P
o	f66r	41	1	Herbal	0.0	5.0	right	P
l	f66r	43	1	Herbal	0.0	0.0	unknown	P
r	f66r	44	1	Herbal	0.0	0.0	unknown	P
t	f66r	45	1	Herbal	0.0	2.0	right	P
o	f66r	46	1	Herbal	0.0	5.0	right	P
