token	folio	line	pos	section	left_score	right_score	pred_side	VPCA2
daiin	f82r	21	5	Biological	2.0	30.0	right	P
chey	f82r	21	6	Biological	60.4	0.0	left	V
qol	f82r	21	7	Biological	0.0	0.0	unknown	P
chedy	f82r	21	8	Biological	60.4	0.0	left	V
qokeey	f82r	21	9	Biological	48.75	0.0	left	V
dal	f82r	21	10	Biological	2.0	30.0	right	P
qokaiin	f82r	22	1	Biological	39.75	0.0	left	V
cheor	f82r	22	2	Biological	60.4	0.0	left	V
sheey	f82r	22	3	Biological	9.0	0.0	left	V
qokaiin	f82r	22	4	Biological	39.75	0.0	left	V
shckhey	f82r	22	5	Biological	6.0	24.0	right	P
qol	f82r	22	6	Biological	0.0	0.0	unknown	P
keeedy	f82r	22	7	Biological	8.0	24.0	right	P
qokeeey	f82r	22	8	Biological	48.75	0.0	left	V
rary	f82r	22	9	Biological	0.0	0.0	unknown	P
cheey	f82r	23	1	Biological	63.400000000000006	0.0	left	V
qcthey	f82r	23	2	Biological	6.0	3.0	left	V
qokeey	f82r	23	3	Biological	48.75	0.0	left	V
lcheey	f82r	23	4	Biological	12.4	2.0	left	V
daiin	f82r	23	5	Biological	2.0	30.0	right	P
chey	f82r	23	6	Biological	60.4	0.0	left	V
qokeeedy	f82r	23	7	Biological	48.75	0.0	left	V
lchedy	f82r	23	8	Biological	9.4	2.0	left	V
lar	f82r	23	9	Biological	0.0	0.0	unknown	P
qokeedy	f82r	24	1	Biological	48.75	0.0	left	V
lcheedy	f82r	24	2	Biological	12.4	2.0	left	V
qokeey	f82r	24	3	Biological	48.75	0.0	left	V
sal	f82r	24	4	Biological	0.0	0.0	unknown	P
raiin	f82r	24	5	Biological	0.0	0.0	unknown	P
qokeey	f82r	24	6	Biological	48.75	0.0	left	V
lkeey	f82r	24	7	Biological	6.0	0.0	left	V
qokeey	f82r	24	8	Biological	48.75	0.0	left	V
raiin	f82r	24	9	Biological	0.0	0.0	unknown	P
ydy	f82r	24	10	Biological	0.0	0.0	unknown	P
dol	f82r	25	1	Biological	2.0	30.0	right	P
qoesedy	f82r	25	2	Biological	28.0	0.0	left	V
sheeerl	f82r	25	3	Biological	9.0	0.0	left	V
sheedy	f82r	25	4	Biological	9.0	0.0	left	V
lshed	f82r	25	5	Biological	10.0	0.0	left	V
qockhey	f82r	25	6	Biological	6.0	0.0	left	V
lchedy	f82r	25	7	Biological	9.4	2.0	left	V
lor	f82r	25	8	Biological	0.0	0.0	unknown	P
sheey	f82r	25	9	Biological	9.0	0.0	left	V
ry	f82r	25	10	Biological	0.0	0.0	unknown	P
tshey	f82r	26	1	Biological	6.0	0.0	left	V
qokeedy	f82r	26	2	Biological	48.75	0.0	left	V
cheal	f82r	26	3	Biological	60.4	0.0	left	V
lchedar	f82r	26	4	Biological	9.4	2.0	left	V
ches	f82r	26	5	Biological	60.4	0.0	left	V
aiin	f82r	26	6	Biological	0.0	0.0	unknown	P
oteey	f82r	26	7	Biological	3.0	5.0	right	P
qokaiin	f82r	26	8	Biological	39.75	0.0	left	V
okey	f82r	26	9	Biological	6.75	77.0	right	P
pchedy	f82r	27	1	Biological	9.4	2.0	left	V
rsheal	f82r	27	2	Biological	6.0	0.0	left	V
daldy	f82r	27	3	Biological	2.0	30.0	right	P
qokeedy	f82r	27	4	Biological	48.75	0.0	left	V
rshedy	f82r	27	5	Biological	6.0	0.0	left	V
qoteedy	f82r	27	6	Biological	3.0	0.0	left	V
qokeedy	f82r	27	7	Biological	48.75	0.0	left	V
lochedy	f82r	27	8	Biological	9.4	0.0	left	V
qokoiin	f82r	28	1	Biological	39.75	0.0	left	V
shedy	f82r	28	2	Biological	6.0	0.0	left	V
qokeedy	f82r	28	3	Biological	48.75	0.0	left	V
qotain	f82r	28	4	Biological	0.0	0.0	unknown	C
chcthey	f82r	28	5	Biological	57.0	31.0	left	V
qoteeol	f82r	28	6	Biological	3.0	0.0	left	V
chey	f82r	28	7	Biological	60.4	0.0	left	V
qokaiin	f82r	28	8	Biological	39.75	0.0	left	V
oly	f82r	28	9	Biological	0.0	5.0	right	P
dcheey	f82r	29	1	Biological	44.4	36.0	left	V
lchedy	f82r	29	2	Biological	9.4	2.0	left	V
qokeedy	f82r	29	3	Biological	48.75	0.0	left	V
lchedy	f82r	29	4	Biological	9.4	2.0	left	V
rchedy	f82r	29	5	Biological	9.4	0.0	left	V
okchhy	f82r	29	6	Biological	0.75	77.0	right	P
qotedy	f82r	29	7	Biological	0.0	0.0	unknown	P
qoty	f82r	29	8	Biological	0.0	0.0	unknown	C
qoty	f82r	29	9	Biological	0.0	0.0	unknown	C
qoteey	f82r	30	1	Biological	3.0	0.0	left	V
raiin	f82r	30	2	Biological	0.0	0.0	unknown	P
cheol	f82r	30	3	Biological	60.4	0.0	left	V
qoteey	f82r	30	4	Biological	3.0	0.0	left	V
shedy	f82r	30	5	Biological	6.0	0.0	left	V
qokeey	f82r	30	6	Biological	48.75	0.0	left	V
lshedy	f82r	30	7	Biological	10.0	0.0	left	V
qokeedy	f82r	30	8	Biological	48.75	0.0	left	V
ram	f82r	30	9	Biological	0.0	0.0	unknown	P
cheol	f82r	31	1	Biological	60.4	0.0	left	V
ol	f82r	31	2	Biological	0.0	5.0	right	P
rsheedy	f82r	31	3	Biological	9.0	0.0	left	V
lchedy	f82r	31	4	Biological	9.4	2.0	left	V
qoty	f82r	31	5	Biological	0.0	0.0	unknown	C
lcheeor	f82r	31	6	Biological	12.4	2.0	left	V
qokain	f82r	31	7	Biological	39.75	0.0	left	V
cheedy	f82r	31	8	Biological	63.4	0.0	left	V
lched	f82r	31	9	Biological	9.4	2.0	left	V
teoiin	f82r	32	1	Biological	0.0	0.0	unknown	P
she	f82r	32	2	Biological	24.0	0.0	left	V
daiin	f82r	32	3	Biological	2.0	30.0	right	P
chckhey	f82r	32	4	Biological	57.0	24.0	left	V
lchey	f82r	32	5	Biological	9.4	2.0	left	V
lcheckhy	f82r	32	6	Biological	9.4	2.0	left	V
sheey	f82r	32	7	Biological	9.0	0.0	left	V
lr	f82r	32	8	Biological	0.0	0.0	unknown	P
chey	f82r	32	9	Biological	60.4	0.0	left	V
rain	f82r	32	10	Biological	0.0	0.0	unknown	P
sain	f82r	33	1	Biological	0.0	0.0	unknown	P
ol	f82r	33	2	Biological	0.0	5.0	right	P
cheol	f82r	33	3	Biological	60.4	0.0	left	V
ikhey	f82r	33	4	Biological				P
cheor	f82r	33	5	Biological	60.4	0.0	left	V
chey	f82r	33	6	Biological	60.4	0.0	left	V
okar	f82r	34	1	Biological	0.75	77.0	right	P
darol	f82r	35	1	Biological	2.0	30.0	right	P
okal	f82r	36	1	Biological	0.75	77.0	right	P
okoldy	f82r	37	1	Biological	0.75	77.0	right	P
daryry	f82r	38	1	Biological	2.0	30.0	right	P
okairady	f82r	39	1	Biological	0.75	77.0	right	P
sororl	f82r	40	1	Biological	0.0	0.0	unknown	P
olko	f82r	41	1	Biological	0.0	5.0	right	P
ky	f82r	41	2	Biological	2.0	24.0	right	P
sokoly	f82r	42	1	Biological	0.75	0.0	left	V
dolol	f82r	43	1	Biological	2.0	30.0	right	P
olaiin	f82r	44	1	Biological	0.0	5.0	right	P
okeeor	f82r	45	1	Biological	9.75	77.0	right	P
otechdy	f82v	1	1	Biological	0.0	5.0	right	P
otedy	f82v	2	1	Biological	0.0	5.0	right	P
daiin	f82v	3	1	Biological	2.0	30.0	right	P
oty	f82v	3	2	Biological	0.0	5.0	right	C
otedal	f82v	4	1	Biological	0.0	5.0	right	P
tokol	f82v	5	1	Biological	0.75	0.0	left	V
olfchedy	f82v	5	2	Biological	9.4	5.0	left	V
qokeedy	f82v	5	3	Biological	48.75	0.0	left	V
qokedal	f82v	5	4	Biological	45.75	0.0	left	V
shol	f82v	5	5	Biological	0.0	0.0	unknown	P
qotal	f82v	5	6	Biological	0.0	0.0	unknown	P
otdal	f82v	5	7	Biological	0.0	5.0	right	P
dal	f82v	5	8	Biological	2.0	30.0	right	P
olshedy	f82v	5	9	Biological	10.0	5.0	left	V
qokedy	f82v	6	1	Biological	45.75	0.0	left	V
lshedy	f82v	6	2	Biological	10.0	0.0	left	V
qotol	f82v	6	3	Biological	0.0	0.0	unknown	C
dol	f82v	6	4	Biological	2.0	30.0	right	P
shedy	f82v	6	5	Biological	6.0	0.0	left	V
shedy	f82v	6	6	Biological	6.0	0.0	left	V
dy	f82v	6	7	Biological	2.0	30.0	right	P
dar	f82v	6	8	Biological	2.0	30.0	right	P
otedy	f82v	6	9	Biological	0.0	5.0	right	P
chetedy	f82v	6	10	Biological	60.4	0.0	left	V
lokam	f82v	6	11	Biological	0.75	0.0	left	V
dair	f82v	7	1	Biological	2.0	30.0	right	P
ol	f82v	7	2	Biological	0.0	5.0	right	P
chedy	f82v	7	3	Biological	60.4	0.0	left	V
qotedy	f82v	7	4	Biological	0.0	0.0	unknown	P
qotedy	f82v	7	5	Biological	0.0	0.0	unknown	P
chsdy	f82v	7	6	Biological	51.0	0.0	left	V
qotal	f82v	7	7	Biological	0.0	0.0	unknown	P
qoty	f82v	7	8	Biological	0.0	0.0	unknown	C
qokal	f82v	7	9	Biological	39.75	0.0	left	V
qokedy	f82v	7	10	Biological	45.75	0.0	left	V
lo	f82v	7	11	Biological	0.0	0.0	unknown	P
qokain	f82v	8	1	Biological	39.75	0.0	left	V
sheol	f82v	8	2	Biological	6.0	0.0	left	V
qoteedy	f82v	8	3	Biological	3.0	0.0	left	V
chedy	f82v	8	4	Biological	60.4	0.0	left	V
qokey	f82v	8	5	Biological	45.75	0.0	left	V
qokedy	f82v	8	6	Biological	45.75	0.0	left	V
qokol	f82v	8	7	Biological	39.75	0.0	left	V
chedy	f82v	8	8	Biological	60.4	0.0	left	V
chedy	f82v	8	9	Biological	60.4	0.0	left	V
lchy	f82v	8	10	Biological	0.0	2.0	right	P
solshedy	f82v	9	1	Biological	10.0	0.0	left	V
lchedy	f82v	9	2	Biological	9.4	2.0	left	V
dolshedy	f82v	9	3	Biological	12.0	30.0	right	P
qokal	f82v	9	4	Biological	39.75	0.0	left	V
sheckhy	f82v	9	5	Biological	6.0	0.0	left	V
shey	f82v	9	6	Biological	6.0	0.0	left	V
teeol	f82v	9	7	Biological	3.0	0.0	left	V
oteedy	f82v	9	8	Biological	3.0	5.0	right	P
qokedy	f82v	9	9	Biological	45.75	0.0	left	V
qotey	f82v	10	1	Biological	0.0	0.0	unknown	P
qokal	f82v	10	2	Biological	39.75	0.0	left	V
shoky	f82v	10	3	Biological	0.75	0.0	left	V
qokal	f82v	10	4	Biological	39.75	0.0	left	V
chedy	f82v	10	5	Biological	60.4	0.0	left	V
qotal	f82v	10	6	Biological	0.0	0.0	unknown	P
shedy	f82v	10	7	Biological	6.0	0.0	left	V
pcheol	f82v	11	1	Biological	9.4	2.0	left	V
dar	f82v	11	2	Biological	2.0	30.0	right	P
qokeey	f82v	11	3	Biological	48.75	0.0	left	V
cheeky	f82v	11	4	Biological	63.4	0.0	left	V
qokol	f82v	11	5	Biological	39.75	0.0	left	V
dal	f82v	11	6	Biological	2.0	30.0	right	P
shedy	f82v	11	7	Biological	6.0	0.0	left	V
pchdy	f82v	11	8	Biological	0.0	2.0	right	P
rol	f82v	11	9	Biological	0.0	0.0	unknown	P
qotedy	f82v	11	10	Biological	0.0	0.0	unknown	P
rol	f82v	11	11	Biological	0.0	0.0	unknown	P
dal	f82v	12	1	Biological	2.0	30.0	right	P
shol	f82v	12	2	Biological	0.0	0.0	unknown	P
dar	f82v	12	3	Biological	2.0	30.0	right	P
ol	f82v	12	4	Biological	0.0	5.0	right	P
qoky	f82v	12	5	Biological	39.75	0.0	left	V
qol	f82v	12	6	Biological	0.0	0.0	unknown	P
chedy	f82v	12	7	Biological	60.4	0.0	left	V
qokar	f82v	12	8	Biological	39.75	0.0	left	V
qoteytyqoky	f82v	12	9	Biological	3.75	2.0	left	V
chcthy	f82v	12	10	Biological	51.0	31.0	left	V
qoky	f82v	12	11	Biological	39.75	0.0	left	V
tchedy	f82v	13	1	Biological	9.4	7.0	left	V
qocthes	f82v	13	2	Biological	6.0	3.0	left	V
qokar	f82v	13	3	Biological	39.75	0.0	left	V
chckhy	f82v	13	4	Biological	51.0	24.0	left	V
qokain	f82v	13	5	Biological	39.75	0.0	left	V
cholkaiin	f82v	13	6	Biological	51.0	0.0	left	V
chckhdy	f82v	13	7	Biological	51.0	24.0	left	V
qokoldy	f82v	13	8	Biological	39.75	0.0	left	V
dolchedy	f82v	14	1	Biological	11.4	34.0	right	P
lchey	f82v	14	2	Biological	9.4	2.0	left	V
rol	f82v	14	3	Biological	0.0	0.0	unknown	P
rol	f82v	14	4	Biological	0.0	0.0	unknown	P
cheey	f82v	14	5	Biological	63.400000000000006	0.0	left	V
sain	f82v	14	6	Biological	0.0	0.0	unknown	P
shey	f82v	14	7	Biological	6.0	0.0	left	V
tar	f82v	15	1	Biological	0.0	0.0	unknown	P
sheckhy	f82v	15	2	Biological	6.0	0.0	left	V
qokal	f82v	15	3	Biological	39.75	0.0	left	V
qokain	f82v	15	4	Biological	39.75	0.0	left	V
cheal	f82v	15	5	Biological	60.4	0.0	left	V
tedy	f82v	15	6	Biological	0.0	0.0	unknown	P
rchedy	f82v	15	7	Biological	9.4	0.0	left	V
pchedy	f82v	15	8	Biological	9.4	2.0	left	V
rsheol	f82v	15	9	Biological	6.0	0.0	left	V
dal	f82v	15	10	Biological	2.0	30.0	right	P
qokedy	f82v	16	1	Biological	45.75	0.0	left	V
lchey	f82v	16	2	Biological	9.4	2.0	left	V
cheey	f82v	16	3	Biological	63.400000000000006	0.0	left	V
raiin	f82v	16	4	Biological	0.0	0.0	unknown	P
shes	f82v	16	5	Biological	6.0	0.0	left	V
qokchey	f82v	16	6	Biological	49.15	0.0	left	V
qokain	f82v	16	7	Biological	39.75	0.0	left	V
okal	f82v	16	8	Biological	0.75	77.0	right	P
dy	f82v	16	9	Biological	2.0	30.0	right	P
lchedam	f82v	16	10	Biological	9.4	2.0	left	V
orain	f82v	17	1	Biological	0.0	5.0	right	P
shedy	f82v	17	2	Biological	6.0	0.0	left	V
qok	f82v	17	3	Biological	68.55	0.0	left	V
char	f82v	17	4	Biological	51.0	0.0	left	V
okai	f82v	17	5	Biological	0.75	77.0	right	P
qokeedy	f82v	17	6	Biological	48.75	0.0	left	V
rcheey	f82v	17	7	Biological	12.4	0.0	left	V
qotedy	f82v	17	8	Biological	0.0	0.0	unknown	P
chtedy	f82v	17	9	Biological	51.0	0.0	left	V
rches	f82v	17	10	Biological	9.4	0.0	left	V
aly	f82v	17	11	Biological	0.0	0.0	unknown	P
ykeedy	f82v	18	1	Biological	49.2	3.6	left	V
qokeedy	f82v	18	2	Biological	48.75	0.0	left	V
chedy	f82v	18	3	Biological	60.4	0.0	left	V
qokar	f82v	18	4	Biological	39.75	0.0	left	V
okeey	f82v	18	5	Biological	9.75	77.0	right	P
lkedy	f82v	18	6	Biological	3.0	0.0	left	V
qokal	f82v	18	7	Biological	39.75	0.0	left	V
olkeedy	f82v	18	8	Biological	6.0	5.0	left	V
qokeedy	f82v	18	9	Biological	48.75	0.0	left	V
oky	f82v	18	10	Biological	0.75	77.0	right	P
qokol	f82v	19	1	Biological	39.75	0.0	left	V
chedy	f82v	19	2	Biological	60.4	0.0	left	V
cheal	f82v	19	3	Biological	60.4	0.0	left	V
chedy	f82v	19	4	Biological	60.4	0.0	left	V
oty	f82v	19	5	Biological	0.0	5.0	right	C
chdy	f82v	19	6	Biological	51.0	0.0	left	V
dy	f82v	19	7	Biological	2.0	30.0	right	P
checkhy	f82v	19	8	Biological	60.4	0.0	left	V
otal	f82v	19	9	Biological	0.0	5.0	right	P
chls	f82v	19	10	Biological	53.0	0.0	left	V
tolsheol	f82v	20	1	Biological	10.0	0.0	left	V
qokedy	f82v	20	2	Biological	45.75	0.0	left	V
qolkedy	f82v	20	3	Biological	3.0	0.0	left	V
rshedy	f82v	20	4	Biological	6.0	0.0	left	V
qokedy	f82v	20	5	Biological	45.75	0.0	left	V
rsheedar	f82v	20	6	Biological	9.0	0.0	left	V
oinaly	f82v	20	7	Biological	0.0	5.0	right	P
dain	f82v	21	1	Biological	2.0	30.0	right	P
chey	f82v	21	2	Biological	60.4	0.0	left	V
qokeeey	f82v	21	3	Biological	48.75	0.0	left	V
qoky	f82v	21	4	Biological	39.75	0.0	left	V
okaiin	f82v	21	5	Biological	0.75	77.0	right	P
okain	f82v	21	6	Biological	0.75	77.0	right	P
olkain	f82v	21	7	Biological	0.0	5.0	right	P
otain	f82v	21	8	Biological	0.0	5.0	right	C
okaraly	f82v	21	9	Biological	0.75	77.0	right	P
qokain	f82v	22	1	Biological	39.75	0.0	left	V
chedy	f82v	22	2	Biological	60.4	0.0	left	V
qolkshey	f82v	22	3	Biological	6.0	0.0	left	V
qotal	f82v	22	4	Biological	0.0	0.0	unknown	P
shey	f82v	22	5	Biological	6.0	0.0	left	V
qokain	f82v	22	6	Biological	39.75	0.0	left	V
olcheckhy	f82v	22	7	Biological	9.4	45.0	right	P
ly	f82v	22	8	Biological	0.0	0.0	unknown	P
yshedy	f82v	23	1	Biological	6.0	0.0	left	V
qolchey	f82v	23	2	Biological	9.4	4.0	left	V
qolaiin	f82v	23	3	Biological	0.0	0.0	unknown	P
otain	f82v	23	4	Biological	0.0	5.0	right	C
olkeedy	f82v	23	5	Biological	6.0	5.0	left	V
qotshedy	f82v	23	6	Biological	6.0	0.0	left	V
oll	f82v	23	7	Biological	0.0	5.0	right	P
dshedy	f82v	24	1	Biological	8.0	30.0	right	P
qokaiin	f82v	24	2	Biological	39.75	0.0	left	V
olchedy	f82v	24	3	Biological	9.4	45.0	right	P
qokal	f82v	24	4	Biological	39.75	0.0	left	V
shedy	f82v	24	5	Biological	6.0	0.0	left	V
qotal	f82v	24	6	Biological	0.0	0.0	unknown	P
dytary	f82v	24	7	Biological	2.0	32.0	right	P
lgl	f82v	24	8	Biological	0.0	0.0	unknown	P
qok	f82v	25	1	Biological	68.55	0.0	left	V
sheol	f82v	25	2	Biological	6.0	0.0	left	V
kechey	f82v	25	3	Biological	14.4	24.0	right	P
qoty	f82v	25	4	Biological	0.0	0.0	unknown	C
ral	f82v	25	5	Biological	0.0	0.0	unknown	P
tchdarol	f82v	25	6	Biological	0.0	7.0	right	P
sheytchdy	f82v	25	7	Biological	6.0	11.0	right	P
qokal	f82v	25	8	Biological	39.75	0.0	left	V
saiin	f82v	26	1	Biological	0.0	0.0	unknown	P
shey	f82v	26	2	Biological	6.0	0.0	left	V
qokol	f82v	26	3	Biological	39.75	0.0	left	V
chol	f82v	26	4	Biological	51.0	0.0	left	V
qol	f82v	26	5	Biological	0.0	0.0	unknown	P
sheedy	f82v	26	6	Biological	9.0	0.0	left	V
qokal	f82v	26	7	Biological	39.75	0.0	left	V
shedy	f82v	26	8	Biological	6.0	0.0	left	V
qokaiin	f82v	26	9	Biological	39.75	0.0	left	V
qokain	f82v	27	1	Biological	39.75	0.0	left	V
sheal	f82v	27	2	Biological	6.0	0.0	left	V
qolchedy	f82v	27	3	Biological	9.4	4.0	left	V
qokaiir	f82v	27	4	Biological	39.75	0.0	left	V
olkaiin	f82v	27	5	Biological	0.0	5.0	right	P
shedy	f82v	27	6	Biological	6.0	0.0	left	V
tchal	f82v	28	1	Biological	0.0	7.0	right	P
olkair	f82v	28	2	Biological	0.0	5.0	right	P
sheeky	f82v	28	3	Biological	9.0	0.0	left	V
qolchey	f82v	28	4	Biological	9.4	4.0	left	V
qokar	f82v	28	5	Biological	39.75	0.0	left	V
shey	f82v	28	6	Biological	6.0	0.0	left	V
qokain	f82v	28	7	Biological	39.75	0.0	left	V
otshedy	f82v	28	8	Biological	6.0	5.0	left	V
daiin	f82v	29	1	Biological	2.0	30.0	right	P
chey	f82v	29	2	Biological	60.4	0.0	left	V
qoky	f82v	29	3	Biological	39.75	0.0	left	V
shedy	f82v	29	4	Biological	6.0	0.0	left	V
qokaiin	f82v	29	5	Biological	39.75	0.0	left	V
olkeedy	f82v	29	6	Biological	6.0	5.0	left	V
qokechedy	f82v	29	7	Biological	55.15	0.0	left	V
qotar	f82v	29	8	Biological	0.0	0.0	unknown	P
pol	f82v	30	1	Biological	0.0	0.0	unknown	P
olor	f82v	30	2	Biological	0.0	5.0	right	P
chey	f82v	30	3	Biological	60.4	0.0	left	V
qokain	f82v	30	4	Biological	39.75	0.0	left	V
shedy	f82v	30	5	Biological	6.0	0.0	left	V
qokain	f82v	30	6	Biological	39.75	0.0	left	V
olchesy	f82v	30	7	Biological	9.4	45.0	right	P
ol	f82v	30	8	Biological	0.0	5.0	right	P
r	f82v	30	9	Biological	0.0	0.0	unknown	P
aindar	f82v	30	10	Biological	0.0	0.0	unknown	P
qokeey	f82v	31	1	Biological	48.75	0.0	left	V
rain	f82v	31	2	Biological	0.0	0.0	unknown	P
chey	f82v	31	3	Biological	60.4	0.0	left	V
qolkain	f82v	31	4	Biological	0.0	0.0	unknown	P
oky	f82v	31	5	Biological	0.75	77.0	right	P
otaly	f82v	31	6	Biological	0.0	5.0	right	P
qokalsh	f82v	31	7	Biological	67.75	17.0	left	V
olshalsy	f82v	31	8	Biological	4.0	5.0	right	P
sar	f82v	32	1	Biological	0.0	0.0	unknown	P
ol	f82v	32	2	Biological	0.0	5.0	right	P
loraiin	f82v	32	3	Biological				P
chey	f82v	32	4	Biological	60.4	0.0	left	V
qokain	f82v	32	5	Biological	39.75	0.0	left	V
oroiiin	f82v	32	6	Biological				P
qody	f82v	33	1	Biological	0.0	0.0	unknown	P
shar	f82v	33	2	Biological	0.0	0.0	unknown	P
aithy	f82v	33	3	Biological	0.0	0.0	unknown	P
qokchey	f82v	33	4	Biological	49.15	0.0	left	V
kchey	f82v	33	5	Biological	37.4	24.0	left	V
olkain	f82v	33	6	Biological	0.0	5.0	right	P
opchedy	f82v	33	7	Biological	9.4	13.0	right	P
qfol	f82v	33	8	Biological	0.0	0.0	unknown	P
shty	f82v	33	9	Biological	0.0	0.0	unknown	P
oral	f82v	33	10	Biological	0.0	5.0	right	P
yckhey	f82v	34	1	Biological	10.0	0.0	left	V
qokain	f82v	34	2	Biological	39.75	0.0	left	V
cheky	f82v	34	3	Biological	60.4	0.0	left	V
otaiin	f82v	34	4	Biological	0.0	5.0	right	P
olor	f82v	34	5	Biological	0.0	5.0	right	P
okain	f82v	34	6	Biological	0.75	77.0	right	P
qolkeey	f82v	34	7	Biological	6.0	0.0	left	V
qotar	f82v	34	8	Biological	0.0	0.0	unknown	P
olkain	f82v	34	9	Biological	0.0	5.0	right	P
cthor	f82v	35	1	Biological	51.0	3.0	left	V
chey	f82v	35	2	Biological	60.4	0.0	left	V
qsain	f82v	35	3	Biological	0.0	0.0	unknown	P
qokeey	f82v	35	4	Biological	48.75	0.0	left	V
qokain	f82v	35	5	Biological	39.75	0.0	left	V
otain	f82v	35	6	Biological	0.0	5.0	right	C
otal	f82v	35	7	Biological	0.0	5.0	right	P
okeedy	f82v	35	8	Biological	9.75	77.0	right	P
qokal	f82v	35	9	Biological	39.75	0.0	left	V
dym	f82v	35	10	Biological	2.0	30.0	right	P
saiin	f82v	36	1	Biological	0.0	0.0	unknown	P
shey	f82v	36	2	Biological	6.0	0.0	left	V
qokeedy	f82v	36	3	Biological	48.75	0.0	left	V
qokar	f82v	36	4	Biological	39.75	0.0	left	V
sheecthey	f82v	36	5	Biological	9.0	3.0	left	V
qokaiin	f82v	36	6	Biological	39.75	0.0	left	V
daltedy	f82v	36	7	Biological	2.0	30.0	right	P
rcheold	f82v	36	8	Biological	9.4	0.0	left	V
sol	f82v	37	1	Biological	0.0	0.0	unknown	P
chey	f82v	37	2	Biological	60.4	0.0	left	V
r	f82v	37	3	Biological	0.0	0.0	unknown	P
alchey	f82v	37	4	Biological	9.4	2.0	left	V
chol	f82v	37	5	Biological	51.0	0.0	left	V
olkol	f82v	37	6	Biological	0.0	5.0	right	P
chckhy	f82v	37	7	Biological	51.0	24.0	left	V
dalchckhy	f82v	37	8	Biological	2.0	38.0	right	P
olkain	f82v	37	9	Biological	0.0	5.0	right	P
olkeeyr	f82v	37	10	Biological	6.0	5.0	left	V
pcheol	f82v	38	1	Biological	9.4	2.0	left	V
shedy	f82v	38	2	Biological	6.0	0.0	left	V
qokaiin	f82v	38	3	Biological	39.75	0.0	left	V
sholdy	f82v	38	4	Biological	0.0	0.0	unknown	P
olkeedy	f82v	39	1	Biological	6.0	5.0	left	V
okalchy	f82v	40	1	Biological	0.75	79.0	right	P
okain	f82v	41	1	Biological	0.75	77.0	right	P
okooky	f82v	42	1	Biological	0.75	77.0	right	P
okedor	f82v	43	1	Biological	6.75	77.0	right	P
okol	f82v	44	1	Biological	0.75	77.0	right	P
otoldy	f82v	45	1	Biological	0.0	5.0	right	P
olkol	f82v	46	1	Biological	0.0	5.0	right	P
otedol	f82v	47	1	Biological	0.0	5.0	right	P
oteedy	f82v	48	1	Biological	3.0	5.0	right	P
tchedy	f83r	1	1	Biological	9.4	7.0	left	V
lpchedy	f83r	1	2	Biological	9.4	2.0	left	V
opcsedy	f83r	1	3	Biological	0.0	13.0	right	P
chepol	f83r	1	4	Biological	60.4	0.0	left	V
pchedar	f83r	1	5	Biological	9.4	2.0	left	V
shedy	f83r	1	6	Biological	6.0	0.0	left	V
qopchedy	f83r	1	7	Biological	9.4	34.0	right	P
sol	f83r	2	1	Biological	0.0	0.0	unknown	P
cheey	f83r	2	2	Biological	63.400000000000006	0.0	left	V
qokaiin	f83r	2	3	Biological	39.75	0.0	left	V
shol	f83r	2	4	Biological	0.0	0.0	unknown	P
lchs	f83r	2	5	Biological	0.0	2.0	right	P
shey	f83r	2	6	Biological	6.0	0.0	left	V
qoteedy	f83r	2	7	Biological	3.0	0.0	left	V
sches	f83r	2	8	Biological	9.4	0.0	left	V
ar	f83r	2	9	Biological	0.0	0.0	unknown	P
chedy	f83r	2	10	Biological	60.4	0.0	left	V
dor	f83r	2	11	Biological	2.0	30.0	right	P
olkeedy	f83r	3	1	Biological	6.0	5.0	left	V
qotal	f83r	3	2	Biological	0.0	0.0	unknown	P
chkeedy	f83r	3	3	Biological	57.0	0.0	left	V
chey	f83r	3	4	Biological	60.4	0.0	left	V
daiin	f83r	3	5	Biological	2.0	30.0	right	P
chey	f83r	3	6	Biological	60.4	0.0	left	V
lchedy	f83r	3	7	Biological	9.4	2.0	left	V
qokaiin	f83r	3	8	Biological	39.75	0.0	left	V
qotal	f83r	3	9	Biological	0.0	0.0	unknown	P
dar	f83r	3	10	Biological	2.0	30.0	right	P
qokshedy	f83r	4	1	Biological	45.75	0.0	left	V
chedy	f83r	4	2	Biological	60.4	0.0	left	V
qokedy	f83r	4	3	Biological	45.75	0.0	left	V
chkedy	f83r	4	4	Biological	54.0	0.0	left	V
daiin	f83r	4	5	Biological	2.0	30.0	right	P
shetar	f83r	4	6	Biological	6.0	0.0	left	V
shedy	f83r	4	7	Biological	6.0	0.0	left	V
qekaiin	f83r	4	8	Biological	0.0	0.0	unknown	P
chedy	f83r	4	9	Biological	60.4	0.0	left	V
dsheey	f83r	5	1	Biological	11.0	30.0	right	P
qotaiin	f83r	5	2	Biological	0.0	0.0	unknown	P
checkhy	f83r	5	3	Biological	60.4	0.0	left	V
qoty	f83r	5	4	Biological	0.0	0.0	unknown	C
cheg	f83r	5	5	Biological	60.4	0.0	left	V
shedy	f83r	5	6	Biological	6.0	0.0	left	V
qokeey	f83r	5	7	Biological	48.75	0.0	left	V
rchedy	f83r	5	8	Biological	9.4	0.0	left	V
qokeedy	f83r	5	9	Biological	48.75	0.0	left	V
lo	f83r	5	10	Biological	0.0	0.0	unknown	P
schedy	f83r	6	1	Biological	9.4	0.0	left	V
