tok_id	token	prefix	stem	suffix
9111	dam		dam	
9112	otair		otair	
9113	orolgy		orolgy	
9114	dchal		dchal	
9115	dam		dam	
9116	yteody		yteody	
9117	sam		sam	
9118	okchy		okchy	
9119	dal		dal	
9120	dy		dy	
9121	tshey		tshey	
9122	ol		ol	
9123	oteey		oteey	
9124	ched		ched	
9125	ar		ar	
9126	oteos		oteos	
9127	sheor		sheor	
9128	alal		alal	
9129	otar		otar	
9130	ary		ary	
9131	oteodshey		oteodshey	
9132	keody		keody	
9133	oteos		oteos	
9134	al		al	
9135	otechg		otechg	
9136	ykeal		ykeal	
9137	okeody		okeody	
9138	otody		otody	
9139	ypolol		ypolol	
9140	chodal		chodal	
9141	okosd		okosd	
9142	otchey		otchey	
9143	sheol		sheol	
9144	chkey		chkey	
9145	shep		shep	
9146	al		al	
9147	r		r	
9148	ar		ar	
9149	chly		chly	
9150	sheteal		sheteal	
9151	aram		aram	
9152	dair		dair	
9153	cheey		cheey	
9154	s		s	
9155	chotey		chotey	
9156	dshy		dshy	
9157	dam		dam	
9158	chchetal		chchetal	
9159	ykemy		ykemy	
9160	ykeeo		ykeeo	
9161	y		y	
9162	s		s	
9163	al		al	
9164	shey		shey	
9165	cthy		cthy	
9166	shekey		shekey	
9167	qokal		qokal	
9168	aiir		aiir	
9169	oteom		oteom	
9170	daiin		daiin	
9171	okeey		okeey	
9172	shoaiin		shoaiin	
9173	ckhhey		ckhhey	
9174	otal		otal	
9175	shshy		shshy	
9176	tal		tal	
9177	dam		dam	
9178	tal		tal	
9179	cheeod		cheeod	
9180	dal		dal	
9181	chcthy		chcthy	
9182	qetal		qetal	
9183	ddl		ddl	
9184	ar		ar	
9185	chal		chal	
9186	dal		dal	
9187	ytar		ytar	
9188	arl		arl	
9189	yol		yol	
9190	al		al	
9191	aloees		aloees	
9192	ytaiir		ytaiir	
9193	otal		otal	
9194	dal		dal	
9195	daiin		daiin	
9196	daiin		daiin	
9197	she		she	
9198	tal		tal	
9199	qokal		qokal	
9200	chol		chol	
9201	ckhhy		ckhhy	
9202	dy		dy	
9203	ytas		ytas	
9204	alal		alal	
9205	dalam		dalam	
9206	dal		dal	
9207	cthol		cthol	
9208	oparam		oparam	
9209	dyshol		dyshol	
9210	shol		shol	
9211	shol		shol	
9212	shocthhy		shocthhy	
9213	dalaly		dalaly	
9214	yokal		yokal	
9215	chol		chol	
9216	kshody		kshody	
9217	tol		tol	
9218	cheey		cheey	
9219	okal		okal	
9220	daiin		daiin	
9221	chotal		chotal	
9222	qokal		qokal	
9223	chol		chol	
9224	chotals		chotals	
9225	qokal		qokal	
9226	shkal		shkal	
9227	dal		dal	
9228	shy		shy	
9229	qokal		qokal	
9230	chdy		chdy	
9231	qotal		qotal	
9232	chey		chey	
9233	key		key	
9234	okechy		okechy	
9235	chdy		chdy	
9236	cham		cham	
9237	sal		sal	
9238	air		air	
9239	am		am	
9240	shedy		shedy	
9241	chokal		chokal	
9242	choikhy		choikhy	
9243	shokeey		shokeey	
9244	choky		choky	
9245	chol		chol	
9246	dy		dy	
9247	okeeal		okeeal	
9248	oteedy		oteedy	
9249	dgs		dgs	
9250	dair		dair	
9251	aiin		aiin	
9252	okees		okees	
9253	okeear		okeear	
9254	okeear		okeear	
9255	ar		ar	
9256	alekeey		alekeey	
9257	ar		ar	
9258	kam		kam	
9259	oteeodalsy		oteeodalsy	
9260	chekeoar		chekeoar	
9261	chokey		chokey	
9262	dar		dar	
9263	dcheoky		dcheoky	
9264	otar		otar	
9265	doithy		doithy	
9266	dair		dair	
9267	otchetchar		otchetchar	
9268	okseo		okseo	
9269	lal		lal	
9270	kchm		kchm	
9271	okar		okar	
9272	ar		ar	
9273	dar		dar	
9274	otar		otar	
9275	ar		ar	
9276	chedal		chedal	
9277	oar		oar	
9278	al		al	
9279	aldaiin		aldaiin	
9280	ykeeeedaiir		ykeeeedaiir	
9281	sheol		sheol	
9282	dar		dar	
9283	chal		chal	
9284	ykees		ykees	
9285	aiis		aiis	
9286	dl		dl	
9287	cheey		cheey	
9288	rkeeo		rkeeo	
9289	d		d	
9290	oteeodar		oteeodar	
9291	aiin		aiin	
9292	aral		aral	
9293	daiir		daiir	
9294	sheedal		sheedal	
9295	sheodaiin		sheodaiin	
9296	choar		choar	
9297	char		char	
9298	choteoly		choteoly	
9299	cho		cho	
9300	oteey		oteey	
9301	chotey		chotey	
9302	csoeky		csoeky	
9303	chedy		chedy	
9304	choteos		choteos	
9305	am		am	
9306	oteodar		oteodar	
9307	ockhh		ockhh	
9308	opaiir		opaiir	
9309	chekeo		chekeo	
9310	oteedy		oteedy	
9311	oteeo		oteeo	
9312	okol		okol	
9313	chotal		chotal	
9314	otol		otol	
9315	al		al	
9316	dl		dl	
9317	otoy		otoy	
9318	ar		ar	
9319	arodchedy		arodchedy	
9320	cheecpheey		cheecpheey	
9321	oteeos		oteeos	
9322	ees		ees	
9323	cheol		cheol	
9324	sheeey		sheeey	
9325	okeedaly		okeedaly	
9326	cheeoekey		cheeoekey	
9327	ykeed		ykeed	
9328	r		r	
9329	oteey		oteey	
9330	s		s	
9331	al		al	
9332	s		s	
9333	air		air	
9334	oteody		oteody	
9335	dar		dar	
9336	aiir		aiir	
9337	ody		ody	
9338	cheeos		cheeos	
9339	chey		chey	
9340	daiin		daiin	
9341	otoeeseor		otoeeseor	
9342	air		air	
9343	chedy		chedy	
9344	oko		oko	
9345	dar		dar	
9346	al		al	
9347	sho		sho	
9348	chotol		chotol	
9349	dal		dal	
9350	dy		dy	
9351	otchsy		otchsy	
9352	ol		ol	
9353	shy		shy	
9354	oteo		oteo	
9355	sal		sal	
9356	ol		ol	
9357	keey		keey	
9358	oteol		oteol	
9359	choky		choky	
9360	otchoshy		otchoshy	
9361	okcheo		okcheo	
9362	dar		dar	
9363	otey		otey	
9364	ykeey		ykeey	
9365	tchy		tchy	
9366	otsheo		otsheo	
9367	oteotey		oteotey	
9368	shey		shey	
9369	sheckh		sheckh	
9370	opcheol		opcheol	
9371	dair		dair	
9372	dateey		dateey	
9373	sal		sal	
9374	ody		ody	
9375	choteey		choteey	
9376	choeteedy		choeteedy	
9377	oteoteotsho		oteoteotsho	
9378	yteos		yteos	
9379	alain		alain	
9380	sheodaly		sheodaly	
9381	ckho		ckho	
9382	aiin		aiin	
9383	cholkal		cholkal	
9384	chotear		chotear	
9385	oteody		oteody	
9386	cholaiin		cholaiin	
9387	oteeeo		oteeeo	
9388	al		al	
9389	ol		ol	
9390	sheeor		sheeor	
9391	okey		okey	
9392	chol		chol	
9393	dy		dy	
9394	otees		otees	
9395	cho		cho	
9396	r		r	
9397	ol		ol	
9398	ar		ar	
9399	otoaiin		otoaiin	
9400	oteeody		oteeody	
9401	sos		sos	
9402	todaiin		todaiin	
9403	chokain		chokain	
9404	otalal		otalal	
9405	otcham		otcham	
9406	otalalg		otalalg	
9407	okasy		okasy	
9408	otar		otar	
9409	oty		oty	
9410	oky		oky	
9411	ody		ody	
9412	oty		oty	
9413	or		or	
9414	okaly		okaly	
9415	otody		otody	
9416	otald		otald	
9417	otal		otal	
9418	dar		dar	
9419	okody		okody	
9420	opys		opys	
9421	am		am	
9422	chckhhy		chckhhy	
9423	otaly		otaly	
9424	otal		otal	
9425	rar		rar	
9426	otal		otal	
9427	dy		dy	
9428	okeoly		okeoly	
9429	okydy		okydy	
9430	okees		okees	
9431	hs		hs	
9432	keeol		keeol	
9433	ykeeos		ykeeos	
9434	shey		shey	
9435	okear		okear	
9436	ar		ar	
9437	ar		ar	
9438	alos		alos	
9439	sar		sar	
9440	am		am	
9441	otaral		otaral	
9442	otalar		otalar	
9443	otalam		otalam	
9444	dolaram		dolaram	
9445	okaram		okaram	
9446	oteosal		oteosal	
9447	salols		salols	
9448	okaldal		okaldal	
9449	ykolaiin		ykolaiin	
9450	otal		otal	
9451	dlay		dlay	
9452	oteoal		oteoal	
9453	dal		dal	
9454	aildy		aildy	
9455	otaiir		otaiir	
9456	ar		ar	
9457	oteey		oteey	
9458	shal		shal	
9459	o		o	
9460	qoteeal		qoteeal	
9461	ar		ar	
9462	al		al	
9463	otaiin		otaiin	
9464	al		al	
9465	teodaiin		teodaiin	
9466	oteeo		oteeo	
9467	cthey		cthey	
9468	otchos		otchos	
9469	oteos		oteos	
9470	aiin		aiin	
9471	diy		diy	
9472	otylal		otylal	
9473	dalalody		dalalody	
9474	oteoshey		oteoshey	
9475	okoksheo		okoksheo	
9476	shokey		shokey	
9477	raiin		raiin	
9478	otor		otor	
9479	ochy		ochy	
9480	sais		sais	
9481	cheody		cheody	
9482	cheey		cheey	
9483	oteoeey		oteoeey	
9484	oamr		oamr	
9485	chcthy		chcthy	
9486	dlal		dlal	
9487	oteodaiin		oteodaiin	
9488	ykeody		ykeody	
9489	oteody		oteody	
9490	sheo		sheo	
9491	daiin		daiin	
9492	oteedy		oteedy	
9493	chekalchs		chekalchs	
9494	dar		dar	
9495	shoteeody		shoteeody	
9496	okeeo		okeeo	
9497	dal		dal	
9498	cheody		cheody	
9499	okchoteees		okchoteees	
9500	oteeody		oteeody	
9501	cheokeo		cheokeo	
9502	otaiin		otaiin	
9503	shes		shes	
9504	toar		toar	
9505	aly		aly	
9506	daly		daly	
9507	sheal		sheal	
9508	daly		daly	
9509	sheal		sheal	
9510	otalchy		otalchy	
9511	tar		tar	
9512	am		am	
9513	dy		dy	
9514	opchey		opchey	
9515	sal		sal	
9516	otokaiman		otokaiman	
9517	okalal		okalal	
9518	otyly		otyly	
9519	oalcheg		oalcheg	
9520	otchodals		otchodals	
9521	okolshy		okolshy	
9522	otshshdy		otshshdy	
9523	otol		otol	
9524	ypsharal		ypsharal	
9525	daiin		daiin	
9526	okey		okey	
9527	otodal		otodal	
9528	cheokeeo		cheokeeo	
9529	okeodal		okeodal	
9530	shol		shol	
9531	olaiin		olaiin	
9532	saiin		saiin	
9533	sheo		sheo	
9534	qokeeol		qokeeol	
9535	oteeykey		oteeykey	
9536	chekeal		chekeal	
9537	oteosaiin		oteosaiin	
9538	chekey		chekey	
9539	okeolol		okeolol	
9540	chees		chees	
9541	oteey		oteey	
9542	opotey		opotey	
9543	dal		dal	
9544	al		al	
9545	s		s	
9546	otecheo		otecheo	
9547	dal		dal	
9548	okoly		okoly	
9549	otolaiin		otolaiin	
9550	oteo		oteo	
9551	alols		alols	
9552	asaly		asaly	
9553	oteoeey		oteoeey	
9554	otal		otal	
9555	okeal		okeal	
9556	ar		ar	
9557	oteas		oteas	
9558	araydy		araydy	
9559	olkeeody		olkeeody	
9560	okody		okody	
9561	okchedy		okchedy	
9562	oky		oky	
9563	eey		eey	
9564	okeodar		okeodar	
9565	okeoky		okeoky	
9566	oteody		oteody	
9567	oto		oto	
9568	otol		otol	
9569	oteey		oteey	
9570	ar		ar	
9571	ykooar		ykooar	
9572	aiin		aiin	
9573	aekeeey		aekeeey	
9574	okeokeokeody		okeokeokeody	
9575	okeodar		okeodar	
9576	chy		chy	
9577	s		s	
9578	aiin		aiin	
9579	otokeoar		otokeoar	
9580	or		or	
9581	ar		ar	
9582	al		al	
9583	otol		otol	
9584	al		al	
9585	shckhey		shckhey	
9586	oteeeodar		oteeeodar	
9587	oteody		oteody	
9588	otol		otol	
9589	aiin		aiin	
9590	shoekey		shoekey	
9591	sal		sal	
9592	al		al	
9593	ald		ald	
9594	cheeokseo		cheeokseo	
9595	qorky		qorky	
9596	choly		choly	
9597	oteos		oteos	
9598	arar		arar	
9599	okldam		okldam	
9600	oteoaldy		oteoaldy	
9601	oteolar		oteolar	
9602	okeoaly		okeoaly	
9603	otaleky		otaleky	
9604	otalsar		otalsar	
9605	chsary		chsary	
9606	oteotey		oteotey	
9607	sary		sary	
9608	otalaly		otalaly	
9609	o		o	
9610	otol		otol	
9611	chdy		chdy	
9612	otoloaram		otoloaram	
9613	oteeol		oteeol	
9614	otolchd		otolchd	
9615	otal		otal	
9616	dar		dar	
9617	oteeol		oteeol	
9618	otal		otal	
9619	chs		chs	
9620	char		char	
9621	cheky		cheky	
9622	chetshy		chetshy	
9623	okeeody		okeeody	
9624	oteey		oteey	
9625	chekeen		chekeen	
9626	okeol		okeol	
9627	osheo		osheo	
9628	parar		parar	
9629	oteeodaiin		oteeodaiin	
9630	she		she	
9631	ateey		ateey	
9632	daiin		daiin	
9633	oteokeey		oteokeey	
9634	dal		dal	
9635	al		al	
9636	oteey		oteey	
9637	teey		teey	
9638	dy		dy	
9639	otchy		otchy	
9640	keey		keey	
9641	shseor		shseor	
9642	ochey		ochey	
9643	eodal		eodal	
9644	sheeolody		sheeolody	
9645	alody		alody	
9646	cheol		cheol	
9647	otar		otar	
9648	otam		otam	
9649	oteodar		oteodar	
9650	chpchy		chpchy	
9651	cpar		cpar	
9652	al		al	
9653	aiin		aiin	
9654	oteochor		oteochor	
9655	okeodaly		okeodaly	
9656	oteey		oteey	
9657	teeey		teeey	
9658	okeey		okeey	
9659	keor		keor	
9660	or		or	
9661	arol		arol	
9662	cheols		cheols	
9663	okaikaly		okaikaly	
9664	char		char	
9665	orom		orom	
9666	chfaly		chfaly	
9667	okolar		okolar	
9668	otchody		otchody	
9669	olcphy		olcphy	
9670	otaiin		otaiin	
9671	okaraiin		okaraiin	
9672	okar		okar	
9673	ar		ar	
9674	aly		aly	
9675	opalar		opalar	
9676	am		am	
9677	dan		dan	
9678	opalor		opalor	
9679	ar		ar	
9680	chal		chal	
9681	oteeos		oteeos	
9682	al		al	
9683	shsky		shsky	
9684	okalar		okalar	
9685	ar		ar	
9686	okeo		okeo	
9687	dar		dar	
9688	oty		oty	
9689	oto		oto	
9690	kaiin		kaiin	
9691	chey		chey	
9692	tol		tol	
9693	otchr		otchr	
9694	chtos		chtos	
9695	cheor		cheor	
9696	shepchol		shepchol	
9697	otor		otor	
9698	sheo		sheo	
9699	shopcho		shopcho	
9700	ar		ar	
9701	aly		aly	
9702	okeo		okeo	
9703	cheey		cheey	
9704	otal		otal	
9705	al		al	
9706	shldy		shldy	
9707	otaly		otaly	
9708	okol		okol	
9709	sheeor		sheeor	
9710	ofacfom		ofacfom	
9711	otalody		otalody	
9712	otalaiin		otalaiin	
9713	otar		otar	
9714	shor		shor	
9715	sholshdy		sholshdy	
9716	okeey		okeey	
9717	okeosar		okeosar	
9718	otaiin		otaiin	
9719	chkeeal		chkeeal	
9720	okal		okal	
9721	cheekaiin		cheekaiin	
9722	okaiin		okaiin	
9723	okchor		okchor	
9724	dar		dar	
9725	oteey		oteey	
9726	kal		kal	
9727	oteeo		oteeo	
9728	ckhey		ckhey	
9729	cholo		cholo	
9730	cheol		cheol	
9731	olchear		olchear	
9732	al		al	
9733	oteey		oteey	
9734	chedal		chedal	
9735	oteedy		oteedy	
9736	okeodaly		okeodaly	
9737	cheol		cheol	
9738	chokeol		chokeol	
9739	cheolky		cheolky	
9740	okaiis		okaiis	
9741	okeedy		okeedy	
9742	sheoltey		sheoltey	
9743	cheor		cheor	
9744	aiin		aiin	
9745	ydal		ydal	
9746	okochey		okochey	
9747	sho		sho	
9748	okalshey		okalshey	
9749	shol		shol	
9750	chalaiin		chalaiin	
9751	chekeol		chekeol	
9752	kol		kol	
9753	otos		otos	
9754	ar		ar	
9755	aiin		aiin	
9756	otar		otar	
9757	otam		otam	
9758	chotam		chotam	
9759	sal		sal	
9760	okeo		okeo	
9761	dar		dar	
9762	ar		ar	
9763	adal		adal	
9764	dar		dar	
9765	okeeas		okeeas	
9766	aiin		aiin	
9767	oteey		oteey	
9768	okoiin		okoiin	
9769	oshodody		oshodody	
9770	chdaiirsainy		chdaiirsainy	
9771	oaiin		oaiin	
9772	ar		ar	
9773	ary		ary	
9774	okalam		okalam	
9775	ytal		ytal	
9776	shda		shda	
9777	char		char	
9778	alf		alf	
9779	otaraldy		otaraldy	
9780	otaiin		otaiin	
9781	otain		otain	
9782	otalef		otalef	
9783	as		as	
9784	ainam		ainam	
9785	ochol		ochol	
9786	charam		charam	
9787	oteodar		oteodar	
9788	ytey		ytey	
9789	otey		otey	
9790	shetey		shetey	
9791	chokshor		chokshor	
9792	okalal		okalal	
9793	otaiin		otaiin	
9794	sheol		sheol	
9795	aiin		aiin	
9796	otaiin		otaiin	
9797	chetey		chetey	
9798	cheolor		cheolor	
9799	oteoteeody		oteoteeody	
9800	otor		otor	
9801	chokaiin		chokaiin	
9802	okaiin		okaiin	
9803	al		al	
9804	alo		alo	
9805	cheedy		cheedy	
9806	oteorar		oteorar	
9807	cheky		cheky	
9808	chokal		chokal	
9809	otas		otas	
9810	al		al	
9811	oqokar		oqokar	
9812	ofaralar		ofaralar	
9813	otchoshy		otchoshy	
9814	otchdal		otchdal	
9815	okeey		okeey	
9816	ary		ary	
9817	otainy		otainy	
9818	okees		okees	
9819	al		al	
9820	aiin		aiin	
9821	okeor		okeor	
9822	chol		chol	
9823	o		o	
9824	oteos		oteos	
9825	aiin		aiin	
9826	chal		chal	
9827	otaiin		otaiin	
9828	otchor		otchor	
9829	chckhy		chckhy	
9830	ofchdady		ofchdady	
9831	oklairdy		oklairdy	
9832	okaram		okaram	
9833	okairy		okairy	
9834	okeolar		okeolar	
9835	otais		otais	
9836	otees		otees	
9837	otaraldy		otaraldy	
9838	okalar		okalar	
9839	okal		okal	
9840	okaly		okaly	
9841	okal		okal	
9842	okeey		okeey	
9843	ary		ary	
9844	oteeary		oteeary	
9845	otair		otair	
9846	dy		dy	
9847	okaircham		okaircham	
9848	okeal		okeal	
9849	otarar		otarar	
9850	okaly		okaly	
9851	orary		orary	
9852	okyd		okyd	
9853	otolam		otolam	
9854	oteey		oteey	
9855	tey		tey	
9856	teodal		teodal	
9857	chokaly		chokaly	
9858	ol		ol	
9859	cheol		cheol	
9860	yaiin		yaiin	
9861	oteodaiin		oteodaiin	
9862	shokal		shokal	
9863	otey		otey	
9864	otaiin		otaiin	
9865	otal		otal	
9866	y		y	
9867	dal		dal	
9868	okaly		okaly	
9869	dalchdy		dalchdy	
9870	cseteeey		cseteeey	
9871	okal		okal	
9872	shey		shey	
9873	qoteeody		qoteeody	
9874	sheycthy		sheycthy	
9875	chotal		chotal	
9876	chees		chees	
9877	otoees		otoees	
9878	aiin		aiin	
9879	otal		otal	
9880	salal		salal	
9881	okam		okam	
9882	otalshy		otalshy	
9883	okaldy		okaldy	
9884	chosar		chosar	
9885	otam		otam	
9886	ainaly		ainaly	
9887	okar		okar	
9888	cham		cham	
9889	otoar		otoar	
9890	air		air	
9891	aloy		aloy	
9892	okaiin		okaiin	
9893	otees		otees	
9894	chs		chs	
9895	chchs		chchs	
9896	ar		ar	
9897	yly		yly	
9898	kaly		kaly	
9899	dar		dar	
9900	otchey		otchey	
9901	okaiin		okaiin	
9902	ola		ola	
9903	in		in	
9904	dy		dy	
9905	sheol		sheol	
9906	al		al	
9907	alaiiin		alaiiin	
9908	okeos		okeos	
9909	olaiin		olaiin	
9910	okos		okos	
9911	okeoar		okeoar	
9912	otes		otes	
9913	sar		sar	
9914	aiin		aiin	
9915	chekaithhy		chekaithhy	
9916	chokees		chokees	
9917	oteedy		oteedy	
9918	chekar		chekar	
9919	okar		okar	
9920	ch		ch	
9921	ches		ches	
9922	os		os	
9923	oiin		oiin	
9924	okeeey		okeeey	
9925	cheey		cheey	
9926	ches		ches	
9927	oteody		oteody	
9928	cheal		cheal	
9929	dy		dy	
9930	shocthy		shocthy	
9931	choteey		choteey	
9932	ereoly		ereoly	
9933	oheol		oheol	
9934	sheey		sheey	
9935	chorain		chorain	
9936	olkalaiin		olkalaiin	
9937	olalsy		olalsy	
9938	or		or	
9939	aiin		aiin	
9940	am		am	
9941	os		os	
9942	as		as	
9943	sheeen		sheeen	
9944	otosaiin		otosaiin	
9945	opoiisooin		opoiisooin	
9946	al		al	
9947	aes		aes	
9948	ypaiin		ypaiin	
9949	aloly		aloly	
9950	oteey		oteey	
9951	daiin		daiin	
9952	oeeeodaiin		oeeeodaiin	
9953	ofsholdy		ofsholdy	
9954	opoeey		opoeey	
9955	okaiin		okaiin	
9956	ykolairol		ykolairol	
9957	o		o	
9958	oa		oa	
9959	sheokeor		sheokeor	
9960	oteody		oteody	
9961	oekes		oekes	
9962	otees		otees	
9963	oeteos		oeteos	
9964	dotsey		dotsey	
9965	seor		seor	
9966	oteol		oteol	
9967	shol		shol	
9968	cheem		cheem	
9969	okeody		okeody	
9970	sheol		sheol	
9971	shey		shey	
9972	sheysy		sheysy	
9973	sho		sho	
9974	teey		teey	
9975	cheor		cheor	
9976	yoeteey		yoeteey	
9977	okeeoy		okeeoy	
9978	chy		chy	
9979	okeeo		okeeo	
9980	ykoly		ykoly	
9981	or		or	
9982	alkam		alkam	
9983	ytairal		ytairal	
9984	oeees		oeees	
9985	aiin		aiin	
9986	ory		ory	
9987	ochey		ochey	
9988	fydy		fydy	
9989	ofais		ofais	
9990	o		o	
9991	seesaly		seesaly	
9992	ykairaiin		ykairaiin	
9993	oiral		oiral	
9994	okalar		okalar	
9995	orara		orara	
9996	oeaiin		oeaiin	
9997	olaikhy		olaikhy	
9998	olfsheoral		olfsheoral	
9999	oteey		oteey	
10000	arary		arary	
10001	eeer		eeer	
10002	chem		chem	
10003	shses		shses	
10004	opcholalaiin		opcholalaiin	
10005	oteeor		oteeor	
10006	am		am	
10007	sheal		sheal	
10008	otaipchy		otaipchy	
10009	oteees		oteees	
10010	ar		ar	
10011	am		am	
10012	olaiin		olaiin	
10013	otedas		otedas	
10014	olol		olol	
10015	choty		choty	
10016	oteol		oteol	
10017	sheshdy		sheshdy	
10018	chedy		chedy	
10019	chedy		chedy	
10020	dy		dy	
10021	shes		shes	
10022	eedy		eedy	
10023	sheol		sheol	
10024	chy		chy	
10025	ckhol		ckhol	
10026	opalal		opalal	
10027	yfary		yfary	
10028	osaiisal		osaiisal	
10029	ytoar		ytoar	
10030	shor		shor	
10031	octho		octho	
10032	oral		oral	
10033	oletal		oletal	
10034	okeos		okeos	
10035	aiin		aiin	
10036	olaiin		olaiin	
10037	oraiin		oraiin	
10038	octheol		octheol	
10039	arl		arl	
10040	okeeody		okeeody	
10041	oteos		oteos	
10042	aiin		aiin	
10043	koly		koly	
10044	soees		soees	
10045	otchs		otchs	
10046	otedar		otedar	
10047	oteody		oteody	
10048	oteodal		oteodal	
10049	oteos		oteos	
10050	otek		otek	
10051	eody		eody	
10052	sheokay		sheokay	
10053	sheody		sheody	
10054	shedykeyl		shedykeyl	
10055	eteodys		eteodys	
10056	okoleeolar		okoleeolar	
10057	okeey		okeey	
10058	shedy		shedy	
10059	otey		otey	
10060	sho		sho	
10061	shol		shol	
10062	teody		teody	
10063	okol		okol	
10064	ykledey		ykledey	
10065	okechly		okechly	
10066	olaiin		olaiin	
10067	shokche		shokche	
10068	lol		lol	
10069	chopchey		chopchey	
10070	teey		teey	
10071	teoda		teoda	
10072	cher		cher	
10073	okecheay		okecheay	
10074	otechol		otechol	
10075	chsor		chsor	
10076	cheey		cheey	
10077	daein		daein	
10078	oyteiedar		oyteiedar	
10079	chr		chr	
10080	cthy		cthy	
10081	otycheedy		otycheedy	
10082	oteeoly		oteeoly	
10083	chokory		chokory	
10084	ogeom		ogeom	
10085	oreeey		oreeey	
10086	okam		okam	
10087	okey		okey	
10088	oteeeody		oteeeody	
10089	okyeeshy		okyeeshy	
10090	ofaiin		ofaiin	
10091	okoly		okoly	
10092	otoly		otoly	
10093	ofalals		ofalals	
10094	reeeos		reeeos	
10095	ocfhey		ocfhey	
10096	daiin		daiin	
10097	chcpy		chcpy	
10098	oteey		oteey	
10099	dchyr		dchyr	
10100	cheolpy		cheolpy	
10101	okeeol		okeeol	
10102	okaly		okaly	
10103	okaldy		okaldy	
10104	okolo		okolo	
10105	etoteear		etoteear	
10106	shos		shos	
10107	otchy		otchy	
10108	eody		eody	
10109	cheokey		cheokey	
10110	okeoekol		okeoekol	
10111	oteos		oteos	
10112	aiin		aiin	
10113	yal		yal	
10114	eeedy		eeedy	
10115	okeos		okeos	
10116	aly		aly	
10117	shy		shy	
10118	okay		okay	
10119	okeeey		okeeey	
10120	okeedaly		okeedaly	
10121	cholairy		cholairy	
10122	oke		oke	
10123	cheesy		cheesy	
10124	okeeol		okeeol	
10125	chey		chey	
10126	otey		otey	
10127	aldy		aldy	
10128	chdy		chdy	
10129	del		del	
10130	okeoloky		okeoloky	
10131	oty		oty	
10132	aiin		aiin	
10133	cheis		cheis	
10134	otoly		otoly	
10135	ok		ok	
10136	sholeey		sholeey	
10137	oky		oky	
10138	chcthhy		chcthhy	
10139	loly		loly	
10140	oeemy		oeemy	
10141	odair		odair	
10142	an		an	
10143	okary		okary	
10144	oecs		oecs	
10145	aiin		aiin	
10146	oteesod		oteesod	
10147	epal		epal	
10148	otaly		otaly	
10149	otoly		otoly	
10150	yty		yty	
10151	okeserr		okeserr	
10152	or		or	
10153	cskesol		cskesol	
10154	okeol		okeol	
10155	yiin		yiin	
10156	cholal		cholal	
10157	ykesodarar		ykesodarar	
10158	oleeo		oleeo	
10159	dy		dy	
10160	shedy		shedy	
10161	soear		soear	
10162	aldy		aldy	
10163	oteor		oteor	
10164	cheor		cheor	
10165	ataseos		ataseos	
10166	oty		oty	
10167	oteos		oteos	
10168	oty		oty	
10169	chotey		chotey	
10170	dchy		dchy	
10171	chopchy		chopchy	
10172	otycoyl		otycoyl	
10173	ctheol		ctheol	
10174	shey		shey	
10175	tchols		tchols	
10176	choraiin		choraiin	
10177	chekaiphy		chekaiphy	
10178	oteeos		oteeos	
10179	yly		yly	
10180	oksedy		oksedy	
10181	cseo		cseo	
10182	cthey		cthey	
10183	ecky		ecky	
10184	geeem		geeem	
10185	cths		cths	
10186	okeeel		okeeel	
10187	okedy		okedy	
10188	cheos		cheos	
10189	okeeor		okeeor	
10190	cheey		cheey	
10191	okeey		okeey	
10192	tchy		tchy	
10193	cheeey		cheeey	
10194	ekeolol		ekeolol	
10195	sheeoeky		sheeoeky	
10196	oekeeor		oekeeor	
10197	aiin		aiin	
10198	olal		olal	
10199	olal		olal	
10200	kair		kair	
10201	okolraiin		okolraiin	
10202	oeedey		oeedey	
10203	oeeo		oeeo	
10204	daiin		daiin	
10205	okeoram		okeoram	
10206	airolm		airolm	
10207	oshesy		oshesy	
10208	okeory		okeory	
10209	cheoekcy		cheoekcy	
10210	eeoeety		eeoeety	
10211	sheoeky		sheoeky	
10212	oteodar		oteodar	
10213	ofchdysd		ofchdysd	
10214	oeeod		oeeod	
10215	yteody		yteody	
10216	okeody		okeody	
10217	okeoldy		okeoldy	
10218	ykeeol		ykeeol	
10219	opaiinar		opaiinar	
10220	eeeoloy		eeeoloy	
10221	otees		otees	
10222	ody		ody	
10223	otey		otey	
10224	otchos		otchos	
10225	sheot		sheot	
10226	yteed		yteed	
10227	dchsaiin		dchsaiin	
10228	shol		shol	
10229	okches		okches	
10230	air		air	
10231	am		am	
10232	shey		shey	
10233	qokeodal		qokeodal	
10234	oteotey		oteotey	
10235	oteoldy		oteoldy	
10236	otealchedy		otealchedy	
10237	chotal		chotal	
10238	al		al	
10239	okal		okal	
10240	cheol		cheol	
10241	saraiin		saraiin	
10242	cheokaidy		cheokaidy	
10243	sandy		sandy	
10244	otol		otol	
10245	chskar		chskar	
10246	alteol		alteol	
10247	oltar		oltar	
10248	or		or	
10249	okaiin		okaiin	
10250	oekeol		oekeol	
10251	oeedy		oeedy	
10252	opalg		opalg	
10253	okeeom		okeeom	
10254	olkar		olkar	
10255	oeedaly		oeedaly	
10256	cheos		cheos	
10257	shs		shs	
10258	ofcheay		ofcheay	
10259	yteedy		yteedy	
10260	oraiin		oraiin	
10261	okeo		okeo	
10262	rar		rar	
10263	otaiin		otaiin	
10264	otshedy		otshedy	
10265	chokeedy		chokeedy	
10266	otes		otes	
10267	al		al	
10268	al		al	
10269	ar		ar	
